"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"38379-39859","TE","Jack","Jack Doyle","Doyle","2.5","1","5400","IND@TEN","IND","TEN","","","","",""
"38379-8117","WR","Danny","Danny Amendola","Amendola","19.899999618530273","1","5400","LAC@DET","DET","LAC","","","","",""
"38379-42107","WR","Robert","Robert Foster","Foster","7.781818043101918","11","5300","BUF@NYG","BUF","NYG","","","","",""
"38379-63625","RB","Nyheim","Nyheim Hines","Hines","3.700000047683716","1","5300","IND@TEN","IND","TEN","","","","",""
"38379-24891","RB","Chris","Chris Thompson","Thompson","11.300000190734863","1","5300","DAL@WAS","WAS","DAL","","","","",""
"38379-55689","RB","Ito","Ito Smith","Smith","4.5","1","5300","PHI@ATL","ATL","PHI","","","","",""
"38379-33260","WR","DeVante","DeVante Parker","Parker","9","1","5300","NE@MIA","MIA","NE","","","","",""
"38379-22018","WR","Mohamed","Mohamed Sanu","Sanu","8.199999809265137","1","5300","PHI@ATL","ATL","PHI","","","","",""
"38379-30298","TE","Jordan","Jordan Reed","Reed","7.138461773212139","13","5300","DAL@WAS","WAS","DAL","Q","Concussion","","",""
"38379-27457","WR","Kenny","Kenny Stills","Stills","11.199999809265137","1","5300","JAC@HOU","HOU","JAC","","","","",""
"38379-56250","WR","Terry","Terry McLaurin","McLaurin","21","1","5300","DAL@WAS","WAS","DAL","","","","",""
"38379-14339","RB","Dion","Dion Lewis","Lewis","2.799999952316284","1","5200","IND@TEN","TEN","IND","","","","",""
"38379-71705","TE","Noah","Noah Fant","Fant","3.4000000953674316","1","5200","CHI@DEN","DEN","CHI","","","","",""
"38379-79987","WR","David","David Moore","Moore","6.285714285714286","14","5200","SEA@PIT","SEA","PIT","O","Shoulder","","",""
"38379-40167","RB","Gus","Gus Edwards","Edwards","5.599999904632568","1","5200","ARI@BAL","BAL","ARI","","","","",""
"38379-38264","WR","Demarcus","Demarcus Robinson","Robinson","0.5","1","5200","KC@OAK","KC","OAK","","","","",""
"38379-32243","WR","Marquise","Marquise Goodwin","Goodwin","1.2000000476837158","1","5200","SF@CIN","SF","CIN","","","","",""
"38379-41936","WR","Anthony","Anthony Miller","Miller","0","1","5200","CHI@DEN","CHI","DEN","","","","",""
"38379-57342","WR","Tre'Quan","Tre'Quan Smith","Smith","9.600000381469727","1","5200","NO@LAR","NO","LAR","","","","",""
"38379-83081","RB","Chase","Chase Edmonds","Edmonds","0.5","1","5100","ARI@BAL","ARI","BAL","","","","",""
"38379-52371","RB","Kalen","Kalen Ballage","Ballage","1.7000000476837158","1","5100","NE@MIA","MIA","NE","","","","",""
"38379-52560","WR","Geronimo","Geronimo Allison","Allison","10.45999984741211","5","5100","MIN@GB","GB","MIN","","","","",""
"38379-57840","RB","Rashaad","Rashaad Penny","Penny","1.7999999523162842","1","5100","SEA@PIT","SEA","PIT","","","","",""
"38379-52902","WR","Trey","Trey Quinn","Quinn","11.300000190734863","1","5100","DAL@WAS","WAS","DAL","","","","",""
"38379-30403","WR","Chris","Chris Conley","Conley","18.700000762939453","1","5100","JAC@HOU","JAC","HOU","","","","",""
"38379-6870","TE","Vernon","Vernon Davis","Davis","13.899999618530273","1","5100","DAL@WAS","WAS","DAL","","","","",""
"38379-33578","RB","Jalen","Jalen Richard","Richard","0.30000001192092896","1","5100","KC@OAK","OAK","KC","","","","",""
"38379-63360","WR","Antonio","Antonio Callaway","Callaway","6.925000190734863","16","5100","CLE@NYJ","CLE","NYJ","O","Suspension","","",""
"38379-12555","D","Baltimore","Baltimore Ravens","Ravens","13","1","5000","ARI@BAL","BAL","ARI","","","","",""
"38379-44449","WR","Willie","Willie Snead IV","Snead IV","11.100000381469727","1","5000","ARI@BAL","BAL","ARI","","","","",""
"38379-6627","WR","Ted","Ted Ginn Jr.","Ginn Jr.","13.600000381469727","1","5000","NO@LAR","NO","LAR","Q","Illness","","",""
"38379-22288","WR","Cole","Cole Beasley","Beasley","6.5","1","5000","BUF@NYG","BUF","NYG","","","","",""
"38379-56262","WR","Parris","Parris Campbell","Campbell","1.2999999523162842","1","5000","IND@TEN","IND","TEN","","","","",""
"38379-72776","RB","Alexander","Alexander Mattison","Mattison","4.900000095367432","1","4900","MIN@GB","MIN","GB","","","","",""
"38379-48344","WR","Albert","Albert Wilson","Wilson","2.4000000953674316","1","4900","NE@MIA","MIA","NE","Q","Calf","","",""
"38379-12541","D","New England","New England Patriots","Patriots","10","1","4900","NE@MIA","NE","MIA","","","","",""
"38379-28157","WR","Bennie","Bennie Fowler III","Fowler III","6.5","1","4900","BUF@NYG","NYG","BUF","","","","",""
"38379-22035","WR","Travis","Travis Benjamin","Benjamin","2.200000047683716","1","4900","LAC@DET","LAC","DET","","","","",""
"38379-29249","RB","C.J.","C.J. Anderson","Anderson","3.5","1","4900","LAC@DET","DET","LAC","","","","",""
"38379-27266","WR","Quincy","Quincy Enunwa","Enunwa","-1.899999976158142","1","4900","CLE@NYJ","NYJ","CLE","IR","Neck","","",""
"38379-6840","RB","Frank","Frank Gore","Gore","2","1","4900","BUF@NYG","BUF","NYG","","","","",""
"38379-56018","WR","Deebo","Deebo Samuel","Samuel","3.200000047683716","1","4900","SF@CIN","SF","CIN","","","","",""
"38379-33557","TE","Tyler","Tyler Eifert","Eifert","5.199999809265137","1","4900","SF@CIN","CIN","SF","","","","",""
"38379-71521","RB","Justice","Justice Hill","Hill","2.700000047683716","1","4900","ARI@BAL","BAL","ARI","","","","",""
"38379-57208","WR","KeeSean","KeeSean Johnson","Johnson","7.099999904632568","1","4900","ARI@BAL","ARI","BAL","","","","",""
"38379-14237","TE","Kyle","Kyle Rudolph","Rudolph","0","1","4900","MIN@GB","MIN","GB","","","","",""
"38379-30635","RB","Mike","Mike Davis","Davis","6.599999904632568","1","4900","CHI@DEN","CHI","DEN","","","","",""
"38379-24671","WR","Adam","Adam Humphries","Humphries","1","1","4800","IND@TEN","TEN","IND","","","","",""
"38379-83074","TE","Dallas","Dallas Goedert","Goedert","2.5999999046325684","1","4800","PHI@ATL","PHI","ATL","","","","",""
"38379-12556","D","Houston","Houston Texans","Texans","2","1","4800","JAC@HOU","HOU","JAC","","","","",""
"38379-63759","RB","Tony","Tony Pollard","Pollard","2.4000000953674316","1","4800","DAL@WAS","DAL","WAS","","","","",""
"38379-54753","WR","Taylor","Taylor Gabriel","Gabriel","3.4000000953674316","1","4800","CHI@DEN","CHI","DEN","","","","",""
"38379-31207","TE","C.J.","C.J. Uzomah","Uzomah","8.600000381469727","1","4800","SF@CIN","CIN","SF","","","","",""
"38379-34295","WR","Breshad","Breshad Perriman","Perriman","2","1","4800","TB@CAR","TB","CAR","","","","",""
"38379-62967","WR","Preston","Preston Williams","Williams","9.899999618530273","1","4800","NE@MIA","MIA","NE","","","","",""
"38379-54782","TE","Cameron","Cameron Brate","Brate","1.7999999523162842","1","4800","TB@CAR","TB","CAR","","","","",""
"38379-64031","TE","Hayden","Hayden Hurst","Hurst","5.599999904632568","1","4800","ARI@BAL","BAL","ARI","","","","",""
"38379-6703","RB","Adrian","Adrian Peterson","Peterson","11.1875","16","4800","DAL@WAS","WAS","DAL","","","","",""
"38379-45631","RB","Jamaal","Jamaal Williams","Williams","2.5","1","4800","MIN@GB","GB","MIN","","","","",""
"38379-52808","RB","Dontrell","Dontrell Hilliard","Hilliard","8.300000190734863","1","4800","CLE@NYJ","CLE","NYJ","Q","Concussion","","",""
"38379-29593","WR","Marqise","Marqise Lee","Lee","0","0","4800","JAC@HOU","JAC","HOU","","","","",""
"38379-28570","TE","Nick","Nick Vannett","Vannett","2.5999999046325684","1","4800","SEA@PIT","SEA","PIT","","","","",""
"38379-56265","TE","Mike","Mike Gesicki","Gesicki","4.099999904632568","1","4800","NE@MIA","MIA","NE","","","","",""
"38379-29683","WR","Nelson","Nelson Agholor","Agholor","2.0999999046325684","1","4800","PHI@ATL","PHI","ATL","","","","",""
"38379-40977","TE","Ricky","Ricky Seals-Jones","Seals-Jones","3.8199999491373697","15","4700","CLE@NYJ","CLE","NYJ","","","","",""
"38379-55366","RB","Qadree","Qadree Ollison","Ollison","0","0","4700","PHI@ATL","ATL","PHI","","","","",""
"38379-11432","WR","Demaryius","Demaryius Thomas","Thomas","8.47999979654948","15","4700","CLE@NYJ","NYJ","CLE","Q","Hamstring","","",""
"38379-29866","RB","Paul","Paul Perkins","Perkins","0","0","4700","BUF@NYG","NYG","BUF","","","","",""
"38379-57543","RB","D'Ernest","D'Ernest Johnson","Johnson","4.599999904632568","1","4700","CLE@NYJ","CLE","NYJ","","","","",""
"38379-25813","WR","Phillip","Phillip Dorsett II","Dorsett II","23.5","1","4700","NE@MIA","NE","MIA","","","","",""
"38379-12530","D","Dallas","Dallas Cowboys","Cowboys","6","1","4700","DAL@WAS","DAL","WAS","","","","",""
"38379-53498","WR","Richie","Richie James Jr.","James Jr.","10.399999618530273","1","4700","SF@CIN","SF","CIN","","","","",""
"38379-33047","WR","Chris","Chris Moore","Moore","2.453333282470703","15","4700","ARI@BAL","BAL","ARI","Q","Illness","","",""
"38379-41305","WR","Zay","Zay Jones","Jones","2.799999952316284","1","4700","BUF@NYG","BUF","NYG","","","","",""
"38379-43416","WR","Trent","Trent Taylor","Taylor","3.269230769230769","13","4700","SF@CIN","SF","CIN","Q","Foot","","",""
"38379-6641","TE","Jason","Jason Witten","Witten","9","1","4700","DAL@WAS","DAL","WAS","","","","",""
"38379-70157","RB","Darrell","Darrell Henderson Jr.","Henderson Jr.","0","1","4700","NO@LAR","LAR","NO","","","","",""
"38379-71352","WR","Mecole","Mecole Hardman","Hardman","0","1","4700","KC@OAK","KC","OAK","","","","",""
"38379-70372","WR","Chester","Chester Rogers","Rogers","0","1","4700","IND@TEN","IND","TEN","","","","",""
"38379-57299","TE","Gerald","Gerald Everett","Everett","1.2000000476837158","1","4700","NO@LAR","LAR","NO","","","","",""
"38379-26610","WR","Paul","Paul Richardson Jr.","Richardson Jr.","5.599999904632568","1","4700","DAL@WAS","WAS","DAL","","","","",""
"38379-29734","RB","Ty","Ty Montgomery","Montgomery","0.4000000059604645","1","4600","CLE@NYJ","NYJ","CLE","","","","",""
"38379-64585","TE","Dawson","Dawson Knox","Knox","0.6000000238418579","1","4600","BUF@NYG","BUF","NYG","","","","",""
"38379-79998","WR","Keelan","Keelan Cole","Cole","5.392307574932392","13","4600","JAC@HOU","JAC","HOU","","","","",""
"38379-83091","RB","Trenton","Trenton Cannon","Cannon","3.6545455239035864","11","4600","CLE@NYJ","NYJ","CLE","","","","",""
"38379-84122","RB","Detrez","Detrez Newsome","Newsome","2.6000000635782876","3","4600","LAC@DET","LAC","DET","","","","",""
"38379-9392","WR","Michael","Michael Crabtree","Crabtree","6.606249809265137","16","4600","ARI@BAL","ARI","BAL","","","","",""
"38379-12526","D","Buffalo","Buffalo Bills","Bills","10","1","4600","BUF@NYG","BUF","NYG","","","","",""
"38379-12534","D","Tennessee","Tennessee Titans","Titans","23","1","4600","IND@TEN","TEN","IND","","","","",""
"38379-64841","WR","Equanimeous","Equanimeous St. Brown","St. Brown","3.98181811246005","11","4600","MIN@GB","GB","MIN","IR","Ankle","","",""
"38379-31061","RB","T.J.","T.J. Yeldon","Yeldon","10.400000435965401","14","4600","BUF@NYG","BUF","NYG","","","","",""
"38379-64907","WR","JJ","JJ Arcega-Whiteside","Arcega-Whiteside","0","0","4600","PHI@ATL","PHI","ATL","","","","",""
"38379-39428","RB","Kyle","Kyle Juszczyk","Juszczyk","3.493333435058594","15","4600","SF@CIN","SF","CIN","","","","",""
"38379-22113","RB","Alfred","Alfred Morris","Morris","5.827272588556463","11","4600","DAL@WAS","DAL","WAS","","","","",""
"38379-52897","RB","Darrel","Darrel Williams","Williams","4.866666793823242","3","4600","KC@OAK","KC","OAK","","","","",""
"38379-64175","WR","Hakeem","Hakeem Butler","Butler","0","0","4600","ARI@BAL","ARI","BAL","IR","Hand","","",""
"38379-27338","RB","Rex","Rex Burkhead","Burkhead","11","1","4600","NE@MIA","NE","MIA","","","","",""
"38379-7972","RB","Darren","Darren Sproles","Sproles","9.800000190734863","1","4600","PHI@ATL","PHI","ATL","","","","",""
"38379-72515","TE","Ian","Ian Thomas","Thomas","0","1","4600","TB@CAR","CAR","TB","","","","",""
"38379-53097","WR","Josh","Josh Reynolds","Reynolds","0","1","4600","NO@LAR","LAR","NO","","","","",""
"38379-43912","WR","Chad","Chad Beebe","Beebe","1.399999976158142","1","4600","MIN@GB","MIN","GB","","","","",""
"38379-41867","RB","Jordan","Jordan Wilkins","Wilkins","4.007692190317007","13","4600","IND@TEN","IND","TEN","","","","",""
"38379-45997","WR","Keith","Keith Kirkwood","Kirkwood","5.628571646554129","7","4600","NO@LAR","NO","LAR","","","","",""
"38379-63419","WR","Andy","Andy Isabella","Isabella","0","1","4600","ARI@BAL","ARI","BAL","","","","",""
"38379-54280","WR","Duke","Duke Williams","Williams","0","0","4500","BUF@NYG","BUF","NYG","","","","",""
"38379-92168","WR","Damion","Damion Willis","Willis","4.5","1","4500","SF@CIN","CIN","SF","","","","",""
"38379-24589","WR","Jaron","Jaron Brown","Brown","5.3599998474121096","10","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-30733","WR","Cordarrelle","Cordarrelle Patterson","Patterson","0.6000000238418579","1","4500","CHI@DEN","CHI","DEN","","","","",""
"38379-27671","WR","Jake","Jake Kumerow","Kumerow","5.074999809265137","4","4500","MIN@GB","GB","MIN","","","","",""
"38379-27672","TE","Matt","Matt LaCosse","LaCosse","3.3076923076923075","13","4500","NE@MIA","NE","MIA","Q","Ankle","","",""
"38379-61468","WR","Juwan","Juwan Foggie","Foggie","0","0","4500","BUF@NYG","BUF","NYG","","","","",""
"38379-56356","WR","Isaiah","Isaiah Ford","Ford","0","1","4500","NE@MIA","MIA","NE","","","","",""
"38379-62508","TE","James","James O'Shaughnessy","O'Shaughnessy","5.199999809265137","1","4500","JAC@HOU","JAC","HOU","","","","",""
"38379-70705","TE","Trevon","Trevon Wesco","Wesco","0","0","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-44103","RB","Elijah","Elijah McGuire","McGuire","9.550000190734863","8","4500","CLE@NYJ","CLE","NYJ","","","","",""
"38379-41042","WR","Marcell","Marcell Ateman","Ateman","4.816666603088379","6","4500","KC@OAK","OAK","KC","","","","",""
"38379-79972","WR","Chad","Chad Williams","Williams","3.25","10","4500","IND@TEN","IND","TEN","","","","",""
"38379-79982","RB","Alex","Alex Armah","Armah","6.099999904632568","1","4500","TB@CAR","CAR","TB","","","","",""
"38379-61555","WR","David","David Sills V","Sills V","0","0","4500","BUF@NYG","NYG","BUF","","","","",""
"38379-55414","WR","Cody","Cody Thompson","Thompson","0","0","4500","KC@OAK","KC","OAK","","","","",""
"38379-52345","WR","Brandon","Brandon Powell","Powell","3.133333206176758","6","4500","PHI@ATL","ATL","PHI","","","","",""
"38379-104577","WR","Gunner","Gunner Olszewski","Olszewski","0","1","4500","NE@MIA","NE","MIA","","","","",""
"38379-61570","RB","Chandler","Chandler Cox","Cox","0","0","4500","NE@MIA","MIA","NE","","","","",""
"38379-84101","WR","Vyncint","Vyncint Smith","Smith","4.400000095367432","4","4500","JAC@HOU","HOU","JAC","","","","",""
"38379-83083","WR","Justin","Justin Watson","Watson","0.3333333333333333","3","4500","TB@CAR","TB","CAR","","","","",""
"38379-53390","WR","Zach","Zach Pascal","Pascal","4.099999941312349","13","4500","IND@TEN","IND","TEN","","","","",""
"38379-63634","WR","Jakobi","Jakobi Meyers","Meyers","2.700000047683716","1","4500","NE@MIA","NE","MIA","","","","",""
"38379-28827","RB","Dare","Dare Ogunbowale","Ogunbowale","5.300000190734863","1","4500","TB@CAR","TB","CAR","","","","",""
"38379-25760","WR","Allen","Allen Hurns","Hurns","2.700000047683716","1","4500","NE@MIA","MIA","NE","","","","",""
"38379-62628","WR","DeAndre","DeAndre Carter","Carter","0.4000000059604645","1","4500","JAC@HOU","HOU","JAC","","","","",""
"38379-52391","WR","Jalen","Jalen Harvey","Harvey","0","0","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-84137","WR","Deontez","Deontez Alexander","Alexander","0","0","4500","LAC@DET","DET","LAC","","","","",""
"38379-45229","RB","Kareem","Kareem Hunt","Hunt","19.745454268022016","11","4500","CLE@NYJ","CLE","NYJ","O","Suspension","","",""
"38379-52405","WR","Jalen","Jalen Hurd","Hurd","0","0","4500","SF@CIN","SF","CIN","O","Back","","",""
"38379-40118","WR","Steven","Steven Mitchell Jr.","Mitchell Jr.","0","0","4500","JAC@HOU","HOU","JAC","","","","",""
"38379-52409","RB","Jakob","Jakob Johnson","Johnson","0","0","4500","NE@MIA","NE","MIA","","","","",""
"38379-61631","WR","Olabisi","Olabisi Johnson","Johnson","0","0","4500","MIN@GB","MIN","GB","","","","",""
"38379-68800","WR","Jaleel","Jaleel Scott","Scott","0","0","4500","ARI@BAL","BAL","ARI","","","","",""
"38379-41155","RB","Taquan","Taquan Mizzell Sr.","Mizzell Sr.","2.424999952316284","8","4500","NO@LAR","NO","LAR","","","","",""
"38379-83140","RB","Christopher","Christopher Ezeala","Ezeala","0","0","4500","ARI@BAL","BAL","ARI","","","","",""
"38379-54472","WR","Cam","Cam Sims","Sims","0","0","4500","DAL@WAS","WAS","DAL","","","","",""
"38379-70868","RB","Damarea","Damarea Crockett","Crockett","0","0","4500","KC@OAK","OAK","KC","","","","",""
"38379-28890","RB","Derek","Derek Watt","Watt","0.4000000059604645","1","4500","LAC@DET","LAC","DET","","","","",""
"38379-55514","RB","Buddy","Buddy Howell","Howell","0","1","4500","JAC@HOU","HOU","JAC","","","","",""
"38379-11485","WR","Golden","Golden Tate","Tate","9.726666259765626","15","4500","BUF@NYG","NYG","BUF","O","Suspension","","",""
"38379-52451","RB","Samaje","Samaje Perine","Perine","1.2999999523162842","4","4500","SF@CIN","CIN","SF","","","","",""
"38379-28900","RB","Melvin","Melvin Gordon III","Gordon III","20.875","12","4500","LAC@DET","LAC","DET","O","Contract dispute","","",""
"38379-40164","WR","Shelton","Shelton Gibson","Gibson","1.3250000476837158","4","4500","CLE@NYJ","CLE","NYJ","","","","",""
"38379-93413","WR","Terry","Terry Wright","Wright","0","0","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-63717","RB","Alec","Alec Ingold","Ingold","0","0","4500","KC@OAK","OAK","KC","","","","",""
"38379-69860","RB","Trayveon","Trayveon Williams","Williams","0","0","4500","SF@CIN","CIN","SF","Q","Foot","","",""
"38379-64744","RB","Josh","Josh Adams","Adams","6.533333460489909","12","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-70889","RB","Benny","Benny Snell Jr.","Snell Jr.","0","0","4500","SEA@PIT","PIT","SEA","","","","",""
"38379-28907","WR","Alex","Alex Erickson","Erickson","2.799999952316284","1","4500","SF@CIN","CIN","SF","","","","",""
"38379-12527","D","Chicago","Chicago Bears","Bears","9","1","4500","CHI@DEN","CHI","DEN","","","","",""
"38379-11504","WR","Andre","Andre Roberts","Roberts","1.931249976158142","16","4500","BUF@NYG","BUF","NYG","Q","Quadriceps","","",""
"38379-12531","D","Denver","Denver Broncos","Broncos","0","1","4500","CHI@DEN","DEN","CHI","","","","",""
"38379-45299","RB","David","David Fluellen","Fluellen","0.800000011920929","2","4500","IND@TEN","TEN","IND","Q","Hamstring","","",""
"38379-48371","WR","Robert","Robert Davis","Davis","0","0","4500","DAL@WAS","WAS","DAL","","","","",""
"38379-94453","RB","Darwin","Darwin Thompson","Thompson","0.800000011920929","1","4500","KC@OAK","KC","OAK","","","","",""
"38379-44280","WR","JoJo","JoJo Natson","Natson","0","1","4500","NO@LAR","LAR","NO","","","","",""
"38379-62718","TE","Daniel","Daniel Brown","Brown","0","1","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-55552","RB","Jeff","Jeff Wilson Jr.","Wilson Jr.","6.400000254313151","6","4500","SF@CIN","SF","CIN","","","","",""
"38379-56580","WR","Christian","Christian Blake","Blake","0","0","4500","PHI@ATL","ATL","PHI","","","","",""
"38379-41221","WR","Andre","Andre Patton","Patton","0","0","4500","LAC@DET","LAC","DET","","","","",""
"38379-52495","WR","Braxton","Braxton Berrios","Berrios","0","1","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-64786","RB","Ryquell","Ryquell Armstead","Armstead","0.699999988079071","1","4500","JAC@HOU","JAC","HOU","","","","",""
"38379-62740","WR","Malik","Malik Henry","Henry","0","0","4500","SF@CIN","SF","CIN","","","","",""
"38379-83221","RB","De'Lance","De'Lance Turner","Turner","1.5499999523162842","2","4500","ARI@BAL","BAL","ARI","","","","",""
"38379-60705","WR","Tyron","Tyron Johnson","Johnson","0","0","4500","BUF@NYG","BUF","NYG","","","","",""
"38379-31015","WR","DeAndrew","DeAndrew White","White","0","0","4500","TB@CAR","CAR","TB","","","","",""
"38379-56623","WR","Papi","Papi White","White","0","0","4500","IND@TEN","TEN","IND","","","","",""
"38379-57651","WR","Travis","Travis Fulgham","Fulgham","0","0","4500","LAC@DET","DET","LAC","","","","",""
"38379-14645","WR","Dontrelle","Dontrelle Inman","Inman","1","1","4500","LAC@DET","LAC","DET","","","","",""
"38379-55609","TE","Ryan","Ryan Izzo","Izzo","0.800000011920929","1","4500","NE@MIA","NE","MIA","","","","",""
"38379-64827","WR","Miles","Miles Boykin","Boykin","7","1","4500","ARI@BAL","BAL","ARI","","","","",""
"38379-85306","WR","KhaDarel","KhaDarel Hodge","Hodge","0.9000000158945719","3","4500","CLE@NYJ","CLE","NYJ","","","","",""
"38379-60736","WR","Jazz","Jazz Ferguson","Ferguson","0","0","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-64835","RB","Dexter","Dexter Williams","Williams","0","0","4500","MIN@GB","GB","MIN","","","","",""
"38379-43334","RB","J.D.","J.D. McKissic","McKissic","3.4000000953674316","1","4500","LAC@DET","DET","LAC","","","","",""
"38379-62791","RB","Mark","Mark Walton","Walton","0.10000000149011612","1","4500","NE@MIA","MIA","NE","","","","",""
"38379-56649","WR","Sean","Sean Modster","Modster","0","0","4500","ARI@BAL","BAL","ARI","","","","",""
"38379-63819","WR","Darius","Darius Slayton","Slayton","0","0","4500","BUF@NYG","NYG","BUF","Q","Hamstring","","",""
"38379-34125","WR","Geremy","Geremy Davis","Davis","0","1","4500","LAC@DET","LAC","DET","Q","Hamstring","","",""
"38379-34154","WR","J.J.","J.J. Nelson","Nelson","1.0999999576144748","9","4500","KC@OAK","OAK","KC","Q","Ankle","","",""
"38379-40298","WR","Derrick","Derrick Willies","Willies","7.599999904632568","1","4500","CLE@NYJ","CLE","NYJ","","","","",""
"38379-14704","WR","Chris","Chris Hogan","Hogan","0","1","4500","TB@CAR","CAR","TB","","","","",""
"38379-33137","WR","Justin","Justin Hardy","Hardy","6.099999904632568","1","4500","PHI@ATL","ATL","PHI","","","","",""
"38379-22898","RB","Brandon","Brandon Bolden","Bolden","0.699999988079071","1","4500","NE@MIA","NE","MIA","Q","Hamstring","","",""
"38379-71031","WR","Lil'Jordan","Lil'Jordan Humphrey","Humphrey","0","0","4500","NO@LAR","NO","LAR","","","","",""
"38379-63869","WR","Parker","Parker Baldwin","Baldwin","0","0","4500","PHI@ATL","ATL","PHI","","","","",""
"38379-71039","WR","Kelvin","Kelvin Harmon","Harmon","4.099999904632568","1","4500","DAL@WAS","WAS","DAL","","","","",""
"38379-56708","TE","Will","Will Dissly","Dissly","1.7000000476837158","1","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-53639","WR","Isaiah","Isaiah McKenzie","McKenzie","5.4375","8","4500","BUF@NYG","BUF","NYG","","","","",""
"38379-55694","WR","Mike","Mike Thomas","Thomas","0","0","4500","NO@LAR","LAR","NO","","","","",""
"38379-80281","WR","C.J.","C.J. Board","Board","0","0","4500","JAC@HOU","JAC","HOU","","","","",""
"38379-41370","WR","Trevor","Trevor Davis","Davis","3.299999952316284","1","4500","MIN@GB","GB","MIN","","","","",""
"38379-41371","RB","Khalfani","Khalfani Muhammad","Muhammad","0","0","4500","CHI@DEN","DEN","CHI","","","","",""
"38379-55712","WR","Jonathan","Jonathan Duhart","Duhart","0","0","4500","LAC@DET","DET","LAC","","","","",""
"38379-80289","WR","Kendrick","Kendrick Bourne","Bourne","1.399999976158142","1","4500","SF@CIN","SF","CIN","","","","",""
"38379-28065","WR","Jehu","Jehu Chesson","Chesson","0.20000000298023224","4","4500","DAL@WAS","WAS","DAL","","","","",""
"38379-47523","WR","Tajae","Tajae Sharpe","Sharpe","0","1","4500","IND@TEN","TEN","IND","","","","",""
"38379-63907","TE","Josh","Josh Oliver","Oliver","0","0","4500","JAC@HOU","JAC","HOU","Q","Hamstring","","",""
"38379-43433","RB","Boston","Boston Scott","Scott","0","1","4500","PHI@ATL","PHI","ATL","","","","",""
"38379-32185","RB","Zach","Zach Line","Line","1.8181818181818181","11","4500","NO@LAR","NO","LAR","","","","",""
"38379-60861","WR","Damion","Damion Ratley","Ratley","2.700000047683716","1","4500","CLE@NYJ","CLE","NYJ","","","","",""
"38379-72133","WR","Antoine","Antoine Wesley","Wesley","0","0","4500","ARI@BAL","BAL","ARI","","","","",""
"38379-55750","WR","Chris","Chris Lacy","Lacy","0","1","4500","LAC@DET","DET","LAC","","","","",""
"38379-31184","RB","Jonathan","Jonathan Williams","Williams","0.20000000794728598","3","4500","IND@TEN","IND","TEN","Q","Ribs","","",""
"38379-54741","WR","Seth","Seth Roberts","Roberts","1.5","1","4500","ARI@BAL","BAL","ARI","","","","",""
"38379-66008","WR","Diontae","Diontae Johnson","Johnson","4","1","4500","SEA@PIT","PIT","SEA","","","","",""
"38379-103896","WR","Nsimba","Nsimba Webster","Webster","0","0","4500","NO@LAR","LAR","NO","","","","",""
"38379-103901","WR","Davion","Davion Davis","Davis","0","0","4500","MIN@GB","MIN","GB","","","","",""
"38379-14820","RB","Nick","Nick Bellore","Bellore","0.875","4","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-56809","WR","Allen","Allen Lazard","Lazard","1.2000000476837158","1","4500","MIN@GB","GB","MIN","","","","",""
"38379-40434","WR","Greg","Greg Ward","Ward","0","0","4500","PHI@ATL","PHI","ATL","","","","",""
"38379-29183","RB","D.J.","D.J. Foster","Foster","0","0","4500","ARI@BAL","ARI","BAL","","","","",""
"38379-60930","RB","Myles","Myles Gaskin","Gaskin","0","0","4500","NE@MIA","MIA","NE","","","","",""
"38379-23046","RB","Jamize","Jamize Olawale","Olawale","0","1","4500","DAL@WAS","DAL","WAS","","","","",""
"38379-62994","WR","Steven","Steven Sims Jr.","Sims Jr.","0","1","4500","DAL@WAS","WAS","DAL","","","","",""
"38379-54817","WR","Diontae","Diontae Spencer","Spencer","0","0","4500","CHI@DEN","DEN","CHI","","","","",""
"38379-22054","WR","Jarius","Jarius Wright","Wright","1.899999976158142","1","4500","TB@CAR","CAR","TB","","","","",""
"38379-52776","WR","Marcus","Marcus Green","Green","0","0","4500","PHI@ATL","PHI","ATL","","","","",""
"38379-57900","RB","Quinton","Quinton Flowers","Flowers","0","0","4500","IND@TEN","IND","TEN","","","","",""
"38379-63033","RB","Marcus","Marcus Marshall","Marshall","0","0","4500","KC@OAK","KC","OAK","","","","",""
"38379-103992","WR","Emmanuel","Emmanuel Butler","Butler","0","0","4500","NO@LAR","NO","LAR","","","","",""
"38379-103996","WR","Reggie","Reggie White Jr.","White Jr.","0","0","4500","BUF@NYG","NYG","BUF","","","","",""
"38379-103998","WR","Thomas","Thomas Ives","Ives","0","0","4500","CHI@DEN","CHI","DEN","","","","",""
"38379-64065","WR","Emanuel","Emanuel Hall","Hall","0","0","4500","TB@CAR","TB","CAR","","","","",""
