"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"38379-69184","WR","Dillon","Dillon Mitchell","Mitchell","0","0","4500","MIN@GB","MIN","GB","","","","",""
"38379-12872","RB","James","James Develin","Develin","2.6357143947056363","14","4500","NE@MIA","NE","MIA","","","","",""
"38379-104008","TE","Stephen","Stephen Carlson","Carlson","0","0","4500","CLE@NYJ","CLE","NYJ","","","","",""
"38379-63050","RB","Ty","Ty Johnson","Johnson","0.6000000238418579","1","4500","LAC@DET","DET","LAC","","","","",""
"38379-32331","RB","Tra","Tra Carson","Carson","0","0","4500","MIN@GB","GB","MIN","","","","",""
"38379-104012","WR","Ashton","Ashton Dulin","Dulin","0","0","4500","IND@TEN","IND","TEN","","","","",""
"38379-63061","WR","Gary","Gary Jennings","Jennings","0","0","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-62042","WR","Deon","Deon Cain","Cain","4.5","1","4500","IND@TEN","IND","TEN","","","","",""
"38379-27229","RB","Ameer","Ameer Abdullah","Abdullah","0.800000011920929","1","4500","MIN@GB","MIN","GB","","","","",""
"38379-31329","WR","Russell","Russell Shepard","Shepard","5.114285605294364","7","4500","BUF@NYG","NYG","BUF","","","","",""
"38379-54885","WR","Artavis","Artavis Scott","Scott","0","0","4500","LAC@DET","LAC","DET","","","","",""
"38379-62055","WR","Ray-Ray","Ray-Ray McCloud","McCloud","0","1","4500","TB@CAR","CAR","TB","","","","",""
"38379-38509","RB","Wendell","Wendell Smallwood","Smallwood","7.953846271221455","13","4500","DAL@WAS","WAS","DAL","","","","",""
"38379-56946","WR","Ventell","Ventell Bryant","Bryant","0","0","4500","DAL@WAS","DAL","WAS","","","","",""
"38379-33403","WR","Tevin","Tevin Jones","Jones","0","0","4500","SEA@PIT","PIT","SEA","","","","",""
"38379-38523","TE","Geoff","Geoff Swaim","Swaim","3.700000047683716","1","4500","JAC@HOU","JAC","HOU","","","","",""
"38379-57986","WR","Hunter","Hunter Renfrow","Renfrow","2.299999952316284","1","4500","KC@OAK","OAK","KC","","","","",""
"38379-61060","RB","Devine","Devine Ozigbo","Ozigbo","0","0","4500","JAC@HOU","JAC","HOU","","","","",""
"38379-55941","RB","Patrick","Patrick Laird","Laird","0","0","4500","NE@MIA","MIA","NE","","","","",""
"38379-27273","RB","Andy","Andy Janovich","Janovich","2.4111111958821616","9","4500","CHI@DEN","DEN","CHI","Q","Pectoral","","",""
"38379-61072","WR","Stanley","Stanley Morgan","Morgan","0","0","4500","SF@CIN","CIN","SF","","","","",""
"38379-53913","WR","Cody","Cody Hollister","Hollister","0","0","4500","IND@TEN","TEN","IND","","","","",""
"38379-39580","RB","Devontae","Devontae Booker","Booker","4.300000190734863","16","4500","CHI@DEN","DEN","CHI","","","","",""
"38379-55964","RB","Tony","Tony Brooks-James","Brooks-James","0","0","4500","TB@CAR","TB","CAR","","","","",""
"38379-40612","WR","Bobo","Bobo Wilson","Wilson","0","1","4500","TB@CAR","TB","CAR","","","","",""
"38379-47780","WR","Taywan","Taywan Taylor","Taylor","5.315384498009315","13","4500","CLE@NYJ","CLE","NYJ","","","","",""
"38379-29351","WR","De'Anthony","De'Anthony Thomas","Thomas","2.2","5","4500","KC@OAK","KC","OAK","","","","",""
"38379-55976","WR","Ajene","Ajene Harris","Harris","0","0","4500","PHI@ATL","PHI","ATL","","","","",""
"38379-29357","RB","Kenjon","Kenjon Barner","Barner","0","1","4500","PHI@ATL","ATL","PHI","","","","",""
"38379-31406","RB","Alfred","Alfred Blue","Blue","5.456250190734863","16","4500","JAC@HOU","JAC","HOU","IR","Ankle","","",""
"38379-69295","WR","Byron","Byron Pringle","Pringle","0","0","4500","KC@OAK","KC","OAK","","","","",""
"38379-96942","WR","Keelan","Keelan Doss","Doss","0","0","4500","KC@OAK","OAK","KC","","","","",""
"38379-7856","WR","Matthew","Matthew Slater","Slater","0","0","4500","NE@MIA","NE","MIA","","","","",""
"38379-69299","RB","Mark","Mark Thompson","Thompson","0","0","4500","ARI@BAL","BAL","ARI","","","","",""
"38379-25267","WR","Mack","Mack Hollins","Hollins","0","0","4500","PHI@ATL","PHI","ATL","","","","",""
"38379-52916","WR","Russell","Russell Gage","Gage","1.7000000476837158","1","4500","PHI@ATL","ATL","PHI","Q","Concussion","","",""
"38379-58041","RB","Mike","Mike Boone","Boone","0.9666666984558105","6","4500","MIN@GB","MIN","GB","","","","",""
"38379-71355","RB","Elijah","Elijah Holyfield","Holyfield","0","0","4500","TB@CAR","CAR","TB","","","","",""
"38379-104124","WR","Darrius","Darrius Shepherd","Shepherd","0","0","4500","MIN@GB","GB","MIN","Q","Hamstring","","",""
"38379-71359","WR","Javon","Javon Wims","Wims","0","1","4500","CHI@DEN","CHI","DEN","","","","",""
"38379-33472","RB","C.J.","C.J. Prosise","Prosise","1.7000000476837158","2","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-52931","RB","Elijhaa","Elijhaa Penny","Penny","0.30000001192092896","1","4500","BUF@NYG","NYG","BUF","","","","",""
"38379-70341","TE","Moritz","Moritz Boehringer","Boehringer","0","0","4500","SF@CIN","CIN","SF","","","","",""
"38379-69325","WR","Riley","Riley Ridley","Ridley","0","0","4500","CHI@DEN","CHI","DEN","","","","",""
"38379-53967","RB","Nick","Nick Bawden","Bawden","0.5","1","4500","LAC@DET","DET","LAC","","","","",""
"38379-64215","RB","Karan","Karan Higdon Jr.","Higdon Jr.","0","0","4500","JAC@HOU","HOU","JAC","","","","",""
"38379-45791","WR","Rashard","Rashard Higgins","Higgins","5.599999904632568","1","4500","CLE@NYJ","CLE","NYJ","Q","Ankle","","",""
"38379-38624","RB","T.J.","T.J. Logan","Logan","0","1","4500","TB@CAR","TB","CAR","","","","",""
"38379-57064","RB","Ryan","Ryan Nall","Nall","0","0","4500","CHI@DEN","CHI","DEN","","","","",""
"38379-56041","RB","Khari","Khari Blasingame","Blasingame","0","0","4500","MIN@GB","MIN","GB","","","","",""
"38379-38634","WR","Ryan","Ryan Switzer","Switzer","5.900000095367432","1","4500","SEA@PIT","PIT","SEA","","","","",""
"38379-104176","WR","Deonte","Deonte Harris","Harris","0","1","4500","NO@LAR","NO","LAR","","","","",""
"38379-54007","TE","Jacob","Jacob Hollister","Hollister","3.5999999046325684","2","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-54010","RB","Brian","Brian Hill","Hill","3.0200000762939454","5","4500","PHI@ATL","ATL","PHI","","","","",""
"38379-56059","WR","Trent","Trent Sherfield","Sherfield","5.214285714285714","7","4500","ARI@BAL","ARI","BAL","","","","",""
"38379-47870","TE","Tyler","Tyler Higbee","Higbee","10","1","4500","NO@LAR","LAR","NO","","","","",""
"38379-57091","WR","Tim","Tim Patrick","Patrick","4.8700000762939455","10","4500","CHI@DEN","DEN","CHI","IR","Hand","","",""
"38379-26384","RB","Trey","Trey Edmunds","Edmunds","0","0","4500","SEA@PIT","PIT","SEA","","","","",""
"38379-28437","RB","Danny","Danny Vitale","Vitale","0.699999988079071","1","4500","MIN@GB","GB","MIN","","","","",""
"38379-71444","RB","Travis","Travis Homer","Homer","0","0","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-70422","WR","Kalif","Kalif Raymond","Raymond","0","0","4500","IND@TEN","TEN","IND","","","","",""
"38379-56099","RB","Cullen","Cullen Gillaspia","Gillaspia","0","0","4500","JAC@HOU","HOU","JAC","","","","",""
"38379-31524","WR","Cody","Cody Core","Core","3.05","10","4500","BUF@NYG","NYG","BUF","","","","",""
"38379-82731","WR","Brandon","Brandon Zylstra","Zylstra","0.5599999904632569","5","4500","TB@CAR","CAR","TB","","","","",""
"38379-28463","WR","Austin","Austin Carr","Carr","2.9111111958821616","9","4500","NO@LAR","NO","LAR","","","","",""
"38379-55088","WR","Malik","Malik Turner","Turner","1.5","2","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-65331","RB","Sutton","Sutton Smith","Smith","0","0","4500","SEA@PIT","PIT","SEA","","","","",""
"38379-40758","RB","Corey","Corey Clement","Clement","6.372727134011009","11","4500","PHI@ATL","PHI","ATL","","","","",""
"38379-62271","WR","Logan","Logan Tago","Tago","0","0","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-22336","WR","Josh","Josh Bellamy","Bellamy","2","1","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-56142","WR","Juwann","Juwann Winfree","Winfree","0","0","4500","CHI@DEN","DEN","CHI","","","","",""
"38379-64339","WR","Auden","Auden Tate","Tate","1.375","4","4500","SF@CIN","CIN","SF","","","","",""
"38379-28502","WR","Devin","Devin Smith","Smith","0","0","4500","DAL@WAS","DAL","WAS","","","","",""
"38379-61273","WR","Scotty","Scotty Miller","Miller","0","0","4500","TB@CAR","TB","CAR","","","","",""
"38379-26458","WR","Tavon","Tavon Austin","Austin","1.2999999523162842","1","4500","DAL@WAS","DAL","WAS","Q","Concussion","","",""
"38379-56155","RB","Jordan","Jordan Ellis","Ellis","0","0","4500","SF@CIN","CIN","SF","","","","",""
"38379-104282","RB","Wes","Wes Hills","Hills","0","0","4500","ARI@BAL","ARI","BAL","","","","",""
"38379-44893","RB","Roosevelt","Roosevelt Nix","Nix","0.8857142584664481","7","4500","SEA@PIT","PIT","SEA","O","Knee","","",""
"38379-104284","RB","Bruce","Bruce Anderson III","Anderson III","0","0","4500","IND@TEN","IND","TEN","","","","",""
"38379-64350","WR","Jeff","Jeff Smith","Smith","0","0","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-104289","WR","Malik","Malik Taylor","Taylor","0","0","4500","MIN@GB","GB","MIN","","","","",""
"38379-63330","RB","Mike","Mike Weber","Weber","0","0","4500","DAL@WAS","DAL","WAS","","","","",""
"38379-70501","RB","C.J.","C.J. Ham","Ham","0","1","4500","MIN@GB","MIN","GB","","","","",""
"38379-32613","RB","DeAndre","DeAndre Washington","Washington","0.800000011920929","1","4500","KC@OAK","OAK","KC","","","","",""
"38379-64357","WR","Michael","Michael Walker","Walker","0","0","4500","JAC@HOU","JAC","HOU","","","","",""
"38379-104297","WR","Jason","Jason Moore","Moore","0","0","4500","LAC@DET","LAC","DET","","","","",""
"38379-31602","WR","Fred","Fred Brown","Brown","0","0","4500","CHI@DEN","DEN","CHI","","","","",""
"38379-41857","RB","Dalyn","Dalyn Dawkins","Dawkins","0","0","4500","IND@TEN","TEN","IND","","","","",""
"38379-27527","TE","Blake","Blake Jarwin","Jarwin","11.399999618530273","1","4500","DAL@WAS","DAL","WAS","","","","",""
"38379-39818","RB","Wayne","Wayne Gallman Jr.","Gallman Jr.","11.600000381469727","1","4500","BUF@NYG","NYG","BUF","","","","",""
"38379-56203","RB","Jon","Jon Hilliman","Hilliman","0","0","4500","BUF@NYG","NYG","BUF","","","","",""
"38379-63383","RB","Jordan","Jordan Scarlett","Scarlett","0","0","4500","TB@CAR","CAR","TB","","","","",""
"38379-63387","WR","Jayson","Jayson Stanley","Stanley","0","0","4500","PHI@ATL","ATL","PHI","","","","",""
"38379-33703","WR","Ryan","Ryan Grant","Grant","3.0999999046325684","1","4500","KC@OAK","OAK","KC","","","","",""
"38379-25513","WR","Darius","Darius Jennings","Jennings","0","1","4500","IND@TEN","TEN","IND","","","","",""
"38379-34729","RB","Dwayne","Dwayne Washington","Washington","3.8499999046325684","4","4500","NO@LAR","NO","LAR","","","","",""
"38379-69558","WR","Greg","Greg Dortch","Dortch","0","0","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-55224","RB","Reggie","Reggie Bonnafon","Bonnafon","0","0","4500","TB@CAR","CAR","TB","","","","",""
"38379-43961","RB","Tyler","Tyler Ervin","Ervin","0","1","4500","JAC@HOU","JAC","HOU","","","","",""
"38379-103352","RB","Christian","Christian Wade","Wade","0","0","4500","BUF@NYG","BUF","NYG","","","","",""
"38379-32703","WR","Jakeem","Jakeem Grant","Grant","-1.7999999523162842","1","4500","NE@MIA","MIA","NE","","","","",""
"38379-41922","WR","Johnny","Johnny Holton","Holton","0","1","4500","SEA@PIT","PIT","SEA","","","","",""
"38379-61379","RB","Kerrith","Kerrith Whyte Jr.","Whyte Jr.","0","0","4500","CHI@DEN","CHI","DEN","","","","",""
"38379-104388","WR","Tom","Tom Kennedy","Kennedy","0","0","4500","LAC@DET","DET","LAC","","","","",""
"38379-103366","RB","Valentine","Valentine Holmes","Holmes","0","0","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-69581","WR","Cedrick","Cedrick Wilson","Wilson","0","0","4500","DAL@WAS","DAL","WAS","","","","",""
"38379-30678","WR","Damiere","Damiere Byrd","Byrd","6.199999809265137","1","4500","ARI@BAL","ARI","BAL","","","","",""
"38379-40932","WR","Pharoh","Pharoh Cooper","Cooper","0","7","4500","SF@CIN","CIN","SF","","","","",""
"38379-72676","RB","Troymaine","Troymaine Pope","Pope","0","0","4500","LAC@DET","LAC","DET","","","","",""
"38379-104424","RB","Craig","Craig Reynolds","Reynolds","0","0","4500","DAL@WAS","WAS","DAL","","","","",""
"38379-65518","WR","John","John Ursua","Ursua","0","0","4500","SEA@PIT","SEA","PIT","","","","",""
"38379-14319","RB","Taiwan","Taiwan Jones","Jones","0","4","4500","JAC@HOU","HOU","JAC","","","","",""
"38379-14320","RB","Bilal","Bilal Powell","Powell","7.828571319580078","7","4500","CLE@NYJ","NYJ","CLE","","","","",""
"38379-64496","WR","Olamide","Olamide Zaccheaus","Zaccheaus","0","0","4500","PHI@ATL","ATL","PHI","","","","",""
"38379-14327","RB","Anthony","Anthony Sherman","Sherman","2","1","4500","KC@OAK","KC","OAK","","","","",""
"38379-63479","RB","John","John Kelly","Kelly","3.7000001271565757","3","4500","NO@LAR","LAR","NO","","","","",""
"38379-12536","D","Kansas City","Kansas City Chiefs","Chiefs","5","1","4400","KC@OAK","KC","OAK","","","","",""
"38379-26038","TE","Tyler","Tyler Kroft","Kroft","1.1199999809265138","5","4300","BUF@NYG","BUF","NYG","Q","Foot","","",""
"38379-14362","TE","Charles","Charles Clay","Clay","1","1","4200","ARI@BAL","ARI","BAL","","","","",""
"38379-28487","TE","Jeff","Jeff Heuerman","Heuerman","5.55999984741211","10","4200","CHI@DEN","DEN","CHI","","","","",""
"38379-12545","D","Philadelphia","Philadelphia Eagles","Eagles","1","1","4100","PHI@ATL","PHI","ATL","","","","",""
"38379-28346","TE","Maxx","Maxx Williams","Williams","2","1","4100","ARI@BAL","ARI","BAL","","","","",""
"38379-14240","TE","Lance","Lance Kendricks","Kendricks","2.5","13","4100","NE@MIA","NE","MIA","","","","",""
"38379-57338","TE","Jordan","Jordan Akins","Akins","2.200000047683716","1","4100","JAC@HOU","HOU","JAC","","","","",""
"38379-14348","TE","Lee","Lee Smith","Smith","5.049999872843425","6","4000","BUF@NYG","BUF","NYG","","","","",""
"38379-23569","TE","Rico","Rico Gathers","Gathers","1","6","4000","CLE@NYJ","CLE","NYJ","","","","",""
"38379-72725","TE","Irv","Irv Smith Jr.","Smith Jr.","0","0","4000","MIN@GB","MIN","GB","","","","",""
"38379-28694","TE","Jesse","Jesse James","James","2","1","4000","LAC@DET","DET","LAC","","","","",""
"38379-29725","TE","Levine","Levine Toilolo","Toilolo","3.890909021550959","11","4000","SF@CIN","SF","CIN","","","","",""
"38379-60451","TE","Tyler","Tyler Conklin","Conklin","2.549999952316284","4","4000","MIN@GB","MIN","GB","Q","Ribs","","",""
"38379-55336","TE","Chris","Chris Herndon","Herndon","6.692856924874442","14","4000","CLE@NYJ","NYJ","CLE","O","Suspension","","",""
"38379-62505","TE","MyCole","MyCole Pruitt","Pruitt","0","1","4000","IND@TEN","TEN","IND","","","","",""
"38379-62510","TE","Nick","Nick Boyle","Boyle","4.099999904632568","1","4000","ARI@BAL","BAL","ARI","","","","",""
"38379-64563","TE","Hale","Hale Hentges","Hentges","0","0","4000","IND@TEN","IND","TEN","","","","",""
"38379-14394","TE","Virgil","Virgil Green","Green","0.8999999761581421","1","4000","LAC@DET","LAC","DET","","","","",""
"38379-42046","TE","Durham","Durham Smythe","Smythe","1","8","4000","NE@MIA","MIA","NE","","","","",""
"38379-30787","TE","Alex","Alex Ellis","Ellis","0","0","4000","PHI@ATL","PHI","ATL","","","","",""
"38379-71767","TE","Caleb","Caleb Wilson","Wilson","0","0","4000","ARI@BAL","ARI","BAL","","","","",""
"38379-79967","TE","Adam","Adam Shaheen","Shaheen","1.100000023841858","1","4000","CHI@DEN","CHI","DEN","","","","",""
"38379-79980","TE","Eric","Eric Saubert","Saubert","1.4600000381469727","5","4000","KC@OAK","OAK","KC","","","","",""
"38379-71806","TE","Kaden","Kaden Smith","Smith","0","0","4000","SF@CIN","SF","CIN","","","","",""
"38379-58499","TE","Parker","Parker Hesse","Hesse","0","0","4000","IND@TEN","TEN","IND","","","","",""
"38379-80011","TE","Antony","Antony Auclair","Auclair","1.1857143129621233","7","4000","TB@CAR","TB","CAR","","","","",""
"38379-54426","TE","Andrew","Andrew Beck","Beck","0","0","4000","CHI@DEN","DEN","CHI","","","","",""
"38379-83117","TE","Tanner","Tanner Hudson","Hudson","0","0","4000","TB@CAR","TB","CAR","","","","",""
"38379-32957","TE","Eric","Eric Tomlinson","Tomlinson","1.399999976158142","8","4000","BUF@NYG","NYG","BUF","","","","",""
"38379-83138","TE","Ross","Ross Dwelley","Dwelley","1.2000000476837158","2","4000","SF@CIN","SF","CIN","","","","",""
"38379-57556","TE","Jerome","Jerome Cunningham","Cunningham","0","1","4000","LAC@DET","DET","LAC","","","","",""
"38379-52463","TE","Daniel","Daniel Helm","Helm","0","0","4000","SF@CIN","SF","CIN","","","","",""
"38379-24817","TE","Nick","Nick O'Leary","O'Leary","3.720000076293945","5","4000","NE@MIA","MIA","NE","","","","",""
"38379-12532","D","Detroit","Detroit Lions","Lions","7","1","4000","LAC@DET","DET","LAC","","","","",""
"38379-12540","D","Minnesota","Minnesota Vikings","Vikings","16","1","4000","MIN@GB","MIN","GB","","","","",""
"38379-83202","TE","Christian","Christian Scotland-Williamson","Scotland-Williamson","0","0","4000","SEA@PIT","PIT","SEA","","","","",""
"38379-12548","D","Los Angeles","Los Angeles Chargers","Chargers","2","1","4000","LAC@DET","LAC","DET","","","","",""
"38379-29956","TE","Joshua","Joshua Perkins","Perkins","3.066666603088379","3","4000","PHI@ATL","PHI","ATL","","","","",""
"38379-34073","TE","Ryan","Ryan Griffin","Griffin","2.5","1","4000","CLE@NYJ","NYJ","CLE","","","","",""
"38379-83226","TE","Kevin","Kevin Rader","Rader","0","0","4000","SEA@PIT","PIT","SEA","","","","",""
"38379-60712","TE","Foster","Foster Moreau","Moreau","3","1","4000","KC@OAK","OAK","KC","","","","",""
"38379-64833","TE","Alize","Alize Mack","Mack","0","0","4000","NO@LAR","NO","LAR","","","","",""
"38379-56711","TE","Drew","Drew Sample","Sample","0","0","4000","SF@CIN","CIN","SF","","","","",""
"38379-22920","TE","Derek","Derek Carrier","Carrier","2.7000001271565757","6","4000","KC@OAK","OAK","KC","","","","",""
"38379-38301","TE","Darren","Darren Fells","Fells","0","1","4000","JAC@HOU","HOU","JAC","","","","",""
"38379-80294","TE","Anthony","Anthony Firkser","Firkser","4.75","8","4000","IND@TEN","TEN","IND","","","","",""
"38379-40371","TE","Johnny","Johnny Mundt","Mundt","1","1","4000","NO@LAR","LAR","NO","","","","",""
"38379-47551","TE","Mason","Mason Schreck","Schreck","0","0","4000","SF@CIN","CIN","SF","","","","",""
"38379-31169","TE","Jeremy","Jeremy Sprinkle","Sprinkle","1.2999999523162842","1","4000","DAL@WAS","WAS","DAL","","","","",""
"38379-84440","TE","Jaeden","Jaeden Graham","Graham","0","0","4000","PHI@ATL","ATL","PHI","","","","",""
"38379-103900","TE","Brandon","Brandon Dillon","Dillon","0","0","4000","MIN@GB","MIN","GB","","","","",""
"38379-80353","TE","Robert","Robert Tonyan","Tonyan","3.299999952316284","1","4000","MIN@GB","GB","MIN","","","","",""
"38379-27117","TE","Sean","Sean Culkin","Culkin","2.9000000953674316","1","4000","LAC@DET","LAC","DET","","","","",""
"38379-22004","TE","Dwayne","Dwayne Allen","Allen","1.3999999364217122","3","4000","NE@MIA","MIA","NE","","","","",""
"38379-41469","TE","Darrell","Darrell Daniels","Daniels","0","2","4000","ARI@BAL","ARI","BAL","","","","",""
"38379-6672","TE","Marcedes","Marcedes Lewis","Lewis","2.4000000953674316","1","4000","MIN@GB","GB","MIN","","","","",""
"38379-62998","TE","Jace","Jace Sternberger","Sternberger","0","0","4000","MIN@GB","GB","MIN","IR","Ankle","","",""
"38379-22065","TE","Rhett","Rhett Ellison","Ellison","1.2999999523162842","1","4000","BUF@NYG","NYG","BUF","","","","",""
"38379-52795","TE","Charles","Charles Jones","Jones","0","0","4000","JAC@HOU","JAC","HOU","","","","",""
"38379-39492","TE","Josh","Josh Hill","Hill","0.30000001192092896","1","4000","NO@LAR","NO","LAR","","","","",""
"38379-55895","TE","Kendall","Kendall Blanton","Blanton","0","0","4000","NO@LAR","LAR","NO","","","","",""
"38379-18009","TE","Chris","Chris Manhertz","Manhertz","4.066666603088379","3","4000","TB@CAR","CAR","TB","","","","",""
"38379-29277","TE","Stephen","Stephen Anderson","Anderson","0","0","4000","LAC@DET","LAC","DET","","","","",""
"38379-56925","TE","Charles","Charles Scarff","Scarff","0","0","4000","ARI@BAL","BAL","ARI","","","","",""
"38379-56947","TE","Chris","Chris Myarick","Myarick","0","0","4000","NE@MIA","MIA","NE","","","","",""
"38379-80546","TE","Dan","Dan Arnold","Arnold","3.857142857142857","7","4000","NO@LAR","NO","LAR","","","","",""
"38379-62119","TE","C.J.","C.J. Conrad","Conrad","0","0","4000","BUF@NYG","NYG","BUF","","","","",""
"38379-47788","TE","Deon","Deon Yelder","Yelder","0","0","4000","KC@OAK","KC","OAK","","","","",""
"38379-62127","TE","Cole","Cole Hikutini","Hikutini","0","0","4000","DAL@WAS","DAL","WAS","","","","",""
"38379-7870","TE","Ben","Ben Watson","Watson","5.346153846153846","13","4000","NE@MIA","NE","MIA","O","Suspension","","",""
"38379-70335","TE","Seth","Seth DeValve","DeValve","3.1799999237060548","5","4000","JAC@HOU","JAC","HOU","","","","",""
"38379-70342","TE","Temarrick","Temarrick Hemingway","Hemingway","0","0","4000","TB@CAR","CAR","TB","","","","",""
"38379-29390","TE","Evan","Evan Baylis","Baylis","0","0","4000","MIN@GB","GB","MIN","","","","",""
"38379-69326","TE","Isaac","Isaac Nauta","Nauta","0","0","4000","LAC@DET","DET","LAC","","","","",""
"38379-64221","TE","Zach","Zach Gentry","Gentry","0","0","4000","SEA@PIT","PIT","SEA","","","","",""
"38379-29411","TE","Pharaoh","Pharaoh Brown","Brown","0","0","4000","CLE@NYJ","CLE","NYJ","","","","",""
"38379-26355","TE","Logan","Logan Thomas","Thomas","1.787500023841858","8","4000","LAC@DET","DET","LAC","","","","",""
"38379-55042","TE","Dalton","Dalton Schultz","Schultz","2.200000047683716","8","4000","DAL@WAS","DAL","WAS","","","","",""
"38379-27403","TE","Blake","Blake Bell","Bell","1.2000000476837158","1","4000","KC@OAK","KC","OAK","","","","",""
"38379-12055","TE","Logan","Logan Paulsen","Paulsen","2.8000000544956754","7","4000","JAC@HOU","HOU","JAC","","","","",""
"38379-40746","TE","Troy","Troy Fumagalli","Fumagalli","0","0","4000","CHI@DEN","DEN","CHI","","","","",""
"38379-55099","TE","Ian","Ian Bunting","Bunting","0","0","4000","CLE@NYJ","NYJ","CLE","","","","",""
"38379-38722","TE","Cethan","Cethan Carter","Carter","0","0","4000","SF@CIN","CIN","SF","","","","",""
"38379-70489","TE","Ben","Ben Braunecker","Braunecker","1.1399999618530274","5","4000","CHI@DEN","CHI","DEN","","","","",""
"38379-38753","TE","Jake","Jake Butt","Butt","4.166666666666667","3","4000","CHI@DEN","DEN","CHI","IR","Knee","","",""
"38379-55153","TE","Garrett","Garrett Dickerson","Dickerson","0","0","4000","BUF@NYG","NYG","BUF","Q","Quadriceps","","",""
"38379-39814","TE","Jordan","Jordan Leggett","Leggett","1.8769230475792518","13","4000","TB@CAR","TB","CAR","","","","",""
"38379-19342","TE","Demetrius","Demetrius Harris","Harris","0","1","4000","CLE@NYJ","CLE","NYJ","Q","Shoulder","","",""
"38379-56212","TE","Tommy","Tommy Sweeney","Sweeney","4.5","1","4000","BUF@NYG","BUF","NYG","","","","",""
"38379-29592","TE","Xavier","Xavier Grimble","Grimble","1.3714286259242467","7","4000","SEA@PIT","PIT","SEA","","","","",""
"38379-55209","TE","Nate","Nate Becker","Becker","0","0","4000","BUF@NYG","BUF","NYG","","","","",""
"38379-30654","TE","Jerell","Jerell Adams","Adams","0","0","4000","JAC@HOU","HOU","JAC","","","","",""
"38379-24533","TE","Mo","Mo Alie-Cox","Alie-Cox","0.800000011920929","1","4000","IND@TEN","IND","TEN","","","","",""
"38379-54239","TE","Matt","Matt Sokol","Sokol","0","0","4000","LAC@DET","LAC","DET","","","","",""
"38379-14304","TE","Luke","Luke Stocker","Stocker","0","1","4000","PHI@ATL","ATL","PHI","","","","",""
"38379-104421","TE","Jesper","Jesper Horsted","Horsted","0","0","4000","CHI@DEN","CHI","DEN","","","","",""
"38379-57325","TE","Jordan","Jordan Franks","Franks","1.566666603088379","3","4000","SF@CIN","CIN","SF","","","","",""
"38379-48116","TE","Jonnu","Jonnu Smith","Smith","2.200000047683716","1","4000","IND@TEN","TEN","IND","","","","",""
"38379-12528","D","Cincinnati","Cincinnati Bengals","Bengals","6","1","3900","SF@CIN","CIN","SF","","","","",""
"38379-12529","D","Cleveland","Cleveland Browns","Browns","0","1","3900","CLE@NYJ","CLE","NYJ","","","","",""
"38379-12533","D","Green Bay","Green Bay Packers","Packers","14","1","3900","MIN@GB","GB","MIN","","","","",""
"38379-12542","D","New Orleans","New Orleans Saints","Saints","7","1","3800","NO@LAR","NO","LAR","","","","",""
"38379-12544","D","New York","New York Jets","Jets","18","1","3800","CLE@NYJ","NYJ","CLE","","","","",""
"38379-12554","D","Jacksonville","Jacksonville Jaguars","Jaguars","-4","1","3800","JAC@HOU","JAC","HOU","","","","",""
"38379-12549","D","San Francisco","San Francisco 49ers","49ers","27","1","3700","SF@CIN","SF","CIN","","","","",""
"38379-12550","D","Seattle","Seattle Seahawks","Seahawks","12","1","3700","SEA@PIT","SEA","PIT","","","","",""
"38379-12535","D","Indianapolis","Indianapolis Colts","Colts","7","1","3600","IND@TEN","IND","TEN","","","","",""
"38379-12538","D","Los Angeles","Los Angeles Rams","Rams","9","1","3600","NO@LAR","LAR","NO","","","","",""
"38379-12543","D","New York","New York Giants","Giants","-4","1","3500","BUF@NYG","NYG","BUF","","","","",""
"38379-12547","D","Pittsburgh","Pittsburgh Steelers","Steelers","0","1","3500","SEA@PIT","PIT","SEA","","","","",""
"38379-12551","D","Tampa Bay","Tampa Bay Buccaneers","Buccaneers","12","1","3500","TB@CAR","TB","CAR","","","","",""
"38379-12553","D","Carolina","Carolina Panthers","Panthers","4","1","3500","TB@CAR","CAR","TB","","","","",""
"38379-12552","D","Washington","Washington Redskins","Redskins","0","1","3400","DAL@WAS","WAS","DAL","","","","",""
"38379-12525","D","Atlanta","Atlanta Falcons","Falcons","0","1","3300","PHI@ATL","ATL","PHI","","","","",""
"38379-12546","D","Arizona","Arizona Cardinals","Cardinals","7","1","3000","ARI@BAL","ARI","BAL","","","","",""
"38379-12537","D","Oakland","Oakland Raiders","Raiders","4","1","2500","KC@OAK","OAK","KC","","","","",""
"38379-12539","D","Miami","Miami Dolphins","Dolphins","-3","1","2500","NE@MIA","MIA","NE","","","","",""
