"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"49ers","DST","SF",100029,,5.75,5.75,5.75,,23,0.149999999999999,0,46,23.4,4,5.80469411929098
"A.J. Derby","TE","DEN",2552580,1991-09-20,0,0,0,,51,0,0,1,,,
"A.J. Green","WR","CIN",2495450,1988-07-31,15.1875,15.1875,15.1875,,2,1.5525,1,5,3.7,1.4,2.26602756699627
"AJ McCarron","QB","CIN",2543497,1990-09-13,0,0,0,,29,0,0,2,,,
"Aaron Burbridge","WR","SF",2555362,1993-12-23,0,0,0,,115,0,0,0,,,
"Aaron Dobson","WR","ARI",2539256,1991-07-23,0,0,0,,115,0,0,3,,,
"Aaron Murray","QB","FA",2543587,1990-11-10,0,0,0,,29,0,0,2,,,
"Aaron Ripkowski","RB","GB",2552477,1992-12-20,0,0,0,,31,0,0,1,87.1,3.5,2.67592021417833
"Aaron Rodgers","QB","GB",2506363,1983-12-02,0,0,0,,29,0,0,11,,,
"Adam Humphries","WR","TB",2553895,1993-06-24,5.6225,5.6225,5.6225,,66,0.30375,0,1,88.1,8.3,5.71344377894065
"Adam Thielen","WR","MIN",2541785,1990-08-22,13.175,13.175,13.175,,6,0.71875,0,2,8.7,1.9,2.51584033597775
"Adam Vinatieri","K","IND",2503471,1972-12-28,9.1,9.1,9.1,,8,0.0999999999999996,0,20,18.1,3.5,4.94563588462671
"Alan Cross","TE","TB",2556508,1993-05-02,0,0,0,,51,0,0,0,72,15,9.24576814617129
"Albert Wilson","WR","KC",2550272,1992-07-12,4.0825,4.0825,4.0825,,81,0.15125,0,2,67.8,6.6,4.86408036440363
"Aldrick Robinson","WR","ATL",2495331,1988-09-24,4.0125,4.0125,4.0125,,82,0.21875,0,5,,,
"Alex Erickson","WR","CIN",2556519,1992-11-06,2.0125,2.0125,2.0125,,101,0.16875,0,0,105.6,9.6,6.36295697829248
"Alex Smith","QB","KC",2506340,1984-05-07,17.95,17.95,17.95,,9,0.265000000000001,0,11,4.2,2.8,5.1045396906816
"Alex Tanney","QB","FA",2534870,1987-11-11,0,0,0,,29,0,0,4,,,
"Alfred Blue","RB","HOU",2543600,1991-04-27,2.27,2.27,2.27,,13,0.30625,0,2,68.9,5.7,3.83620210422546
"Allen Hurns","WR","JAC",2550353,1991-11-21,0,0,0,,115,0,0,2,95.1,16.3,9.71044808264427
"Allen Robinson","WR","JAC",2543509,1993-08-24,0,0,0,,115,0,0,2,,,
"Alshon Jeffery","WR","CHI",2533039,1990-02-14,10.7875,10.7875,10.7875,,14,0.39875,0,4,,,
"Amari Cooper","WR","OAK",2552487,1994-06-18,9.8125,9.8125,9.8125,,22,0.106249999999999,0,1,43.6,16.8,9.96026085162574
"Andre Ellington","RB","ARI",2539217,1989-02-03,0,0,0,,31,0,0,3,,,
"Andre Holmes","WR","OAK",2495453,1988-06-16,4.3125,4.3125,4.3125,,78,0.15,0,5,,,
"Andre Roberts","WR","DET",497320,1988-01-09,0.825,0.825,0.825,,107,0.20625,0,6,,,
"Andre Williams","RB","SD",2543565,1992-08-28,0.1125,0.1125,0.1125,,30,0.1125,0,2,,,
"Andrew Hawkins","WR","CLE",2508097,1986-03-10,0,0,0,,115,0,0,5,,,
"Andrew Luck","QB","IND",2533031,1989-09-12,0,0,0,,29,0,0,4,,,
"Andrew Turzilli","WR","DET",2553829,1991-10-13,0,0,0,,115,0,0,1,,,
"Andy Dalton","QB","CIN",2495143,1987-10-29,14.25,14.25,14.25,,14,0.26,0,5,20.2,3.4,6.26251780284702
"Andy Janovich","RB","DEN",2555432,1993-05-23,0,0,0,,31,0,0,0,84.5,9.5,5.84032536885231
"Anquan Boldin","WR","DET",2505587,1980-10-03,0,0,0,,115,0,0,13,,,
"Anthony Dable","WR","FA",2555573,1988-09-25,0,0,0,,115,0,0,0,,,
"Anthony Fasano","TE","TEN",2495835,1984-04-20,2.3375,2.3375,2.3375,,36,0.0375000000000001,0,10,,,
"Anthony Sherman","RB","KC",2495340,1988-12-11,0,0,0,,31,0,0,5,91.4,9.6,5.89306545476355
"Antone Smith","RB","TB",89798,1985-09-17,0,0,0,,31,0,0,7,,,
"Antonio Andrews","RB","TEN",2550474,1992-08-17,0,0,0,,31,0,0,2,,,
"Antonio Brown","WR","PIT",2508061,1988-07-10,17.05,17.05,17.05,,1,2.50625,1,6,1.4,1.1,2.11613990560739
"Antonio Gates","TE","SD",2505299,1980-06-18,3.45,3.45,3.45,,29,0.5125,0,13,,,
"Antwan Goodley","WR","GB",2553526,1991-09-06,0,0,0,,115,0,0,1,,,
"Arrelious Benn","WR","JAC",497270,1988-09-08,0,0,0,,115,0,0,6,,,
"Asante Cleveland","TE","SD",2550454,1992-03-21,0,0,0,,51,0,0,2,,,
"Austin Davis","QB","FA",2533349,1989-06-02,0,0,0,,29,0,0,4,,,
"Austin Hooper","TE","ATL",2555415,1994-10-29,8.3,8.3,8.3,,10,0.412500000000001,0,0,18.3,3.2,3.65212289945647
"Austin Johnson","RB","FA",2534437,1989-06-16,0,0,0,,31,0,0,3,,,
"Austin Seferian-Jenkins","TE","NYJ",2543683,1992-09-29,8.5625,8.5625,8.5625,,9,0.425000000000001,0,2,11.7,2.5,3.32029648651576
"B.J. Daniels","WR","FA",2541429,1989-10-24,0,0,0,,115,0,0,3,,,
"Bears","DST","CHI",100005,,3.9,3.9,3.9,,31,,0,46,19.2,4.5,6.7791284043699
"Beau Sandland","TE","FA",2555487,1993-02-23,0,0,0,,51,0,0,0,,,
"Ben Braunecker","TE","CHI",2556478,1994-02-07,0,0,0,,51,0,0,0,,,
"Ben Koyack","TE","JAC",2552396,1993-04-09,0,0,0,,51,0,0,1,81,11,7.34961721508152
"Ben Roethlisberger","QB","PIT",2506109,1982-03-02,16.4,16.4,16.4,,12,1.715,0,12,11.1,3.5,6.45551415487459
"Bengals","DST","CIN",100006,,12.9,12.9,12.9,,3,0.525,0,46,4.6,2.6,3.07627812107
"Benjamin Watson","TE","BAL",2506122,1980-12-18,5.2125,5.2125,5.2125,,19,0.38125,0,12,24.3,2.3,3.22548893996127
"Bennie Fowler","WR","DEN",2550198,1991-06-10,4.125,4.125,4.125,,80,0.0774999999999997,0,2,90.4,7.7,5.41366845616287
"Benny Cunningham","RB","LAR",2541544,1990-07-07,2.4375,2.4375,2.4375,,11,0.11625,0,3,,,
"Bernard Pierce","RB","DEN",2533545,1991-05-10,0,0,0,,31,0,0,4,,,
"Bills","DST","BUF",100003,,5.6,5.6,5.6,,24,0.275,0,46,9.7,2.6,3.07627812107
"Bishop Sankey","RB","MIN",2543682,1992-09-15,0,0,0,,31,0,0,2,,,
"Blaine Gabbert","QB","SF",2495441,1989-10-15,6.96,6.96,6.96,,27,3.525,0,5,,,
"Blair Walsh","K","FA",2532968,1990-01-08,8.9,8.9,8.9,,11,0.300000000000001,0,4,,,
"Blake Annen","TE","FA",2550278,1991-05-28,0,0,0,,51,0,0,2,,,
"Blake Bortles","QB","JAC",2543477,1991-12-16,9.9,9.9,9.9,,24,1.845,0,2,24.3,2.4,4.33255428257132
"Bralon Addison","RB","CHI",2556457,1993-10-12,0,0,0,,31,0,0,0,,,
"Branden Oliver","RB","SD",2550658,1991-05-07,0,0,0,,31,0,0,2,,,
"Brandin Cooks","WR","NO",2543498,1993-09-25,13.37,13.37,13.37,,4,0.107500000000002,0,2,,,
"Brandon Allen","QB","JAC",2555365,1992-09-05,0,0,0,,29,0,0,0,,,
"Brandon Bolden","RB","NE",2532797,1990-01-26,0,0,0,,31,0,0,4,,,
"Brandon Coleman","WR","NO",2550328,1992-06-22,5.7,5.7,5.7,,65,0.182499999999999,0,2,80.1,8.2,5.66348122514435
"Brandon Doughty","QB","MIA",2555302,1991-10-06,0,0,0,,29,0,0,0,,,
"Brandon LaFell","WR","CIN",497302,1986-11-04,6.8875,6.8875,6.8875,,50,0.14125,0,6,61,5,4.0646795036629
"Brandon Marshall","WR","NYJ",2495893,1984-03-23,0,0,0,,115,0,0,10,,,
"Brandon McManus","K","DEN",2541556,1991-07-25,8.1,8.1,8.1,,17,0.6,0,2,25.2,4.6,6.73965169194542
"Brandon Myers","TE","TB",89766,1985-09-04,0,0,0,,51,0,0,7,,,
"Brandon Tate","WR","BUF",81306,1987-10-05,0.6,0.6,0.6,,109,0.2,0,7,123.4,9.3,6.2130693169036
"Brandon Weeden","QB","HOU",2532970,1983-10-14,0,0,0,,29,0,0,4,,,
"Brandon Williams","TE","SEA",2539645,1987-10-12,0,0,0,,51,0,0,4,,,
"Braxton Miller","WR","HOU",2555348,1992-11-30,3.075,3.075,3.075,,91,0.0800000000000001,0,0,90.3,11.9,7.51209571560728
"Brent Celek","TE","PHI",2507218,1985-01-25,1.2125,1.2125,1.2125,,44,0.09375,0,9,56.7,10.4,7.06519457541805
"Brenton Bersin","WR","CAR",2535966,1990-05-09,0,0,0,,115,0,0,3,118.7,4.3,3.71494162708884
"Breshad Perriman","WR","BAL",2552597,1993-09-10,2.965,2.965,2.965,,93,0.0650000000000004,0,1,117.5,14.6,8.86108466810725
"Brett Hundley","QB","GB",2552588,1993-06-15,7.79,7.79,7.79,,26,0.874999999999999,0,1,23.2,2.5,4.52555063459889
"Brian Hoyer","QB","CHI",81294,1985-10-31,0,0,0,,29,0,0,7,,,
"Brian Parker","TE","FA",2553840,1992-05-30,0,0,0,,51,0,0,1,,,
"Brian Quick","WR","LAR",2532933,1989-06-05,2.8,2.8,2.8,,96,0.225,0,4,,,
"Brice Butler","WR","DAL",2541388,1990-01-29,3.7375,3.7375,3.7375,,84,0.15375,0,3,95.4,7.4,5.26378079477399
"Brittan Golden","WR","ARI",2535988,1988-07-20,0,0,0,,115,0,0,4,,,
"Brock Osweiler","QB","HOU",2533436,1990-11-22,0,0,0,,29,0,0,4,,,
"Broncos","DST","DEN",100009,,6.35,6.35,6.35,,19,0.175,0,46,11.9,3.6,5.02514669122784
"Bronson Hill","RB","JAC",2554357,1993-01-02,0,0,0,,31,0,0,1,,,
"Browns","DST","CLE",100007,,5.05,5.05,5.05,,26,0.125,0,46,23,5.8,9.3126575455751
"Bruce Ellington","WR","SF",2543646,1991-08-22,6.325,6.325,6.325,,56,8.88178419700125e-16,0,2,,,
"Bryan Walters","WR","JAC",2528181,1987-11-04,0,0,0,,115,0,0,6,,,
"Bryce Petty","QB","NYJ",2552369,1991-05-31,0,0,0,,29,0,0,1,,,
"Bryce Williams","TE","FA",2556709,1993-02-24,0,0,0,,51,,0,0,,,
"Buccaneers","DST","TB",100031,,5.05,5.05,5.05,,26,0.274999999999999,0,46,22.3,4.6,6.97401526138569
"Byron Marshall","RB","PHI",2556841,1994-02-13,1.5975,1.5975,1.5975,,17,0.155,0,0,,,
"C.J. Fiedorowicz","TE","HOU",2543721,1991-10-22,5.2875,5.2875,5.2875,,18,0.2,0,2,29.8,3.2,3.65212289945647
"C.J. Prosise","RB","SEA",2555417,1994-05-20,0,0,0,,31,0,0,0,,,
"C.J. Spiller","RB","FA",497204,1987-08-15,0,0,0,,31,0,0,6,,,
"C.J. Uzomah","TE","CIN",2552559,1993-01-14,2.075,2.075,2.075,,40,0.31875,0,1,63.4,5.4,4.69500591155584
"Cairo Santos","K","KC",2550636,1991-11-21,6.1,6.1,6.1,,24,3.15,0,2,,,
"Caleb Sturgis","K","PHI",2539637,1989-08-09,0,0,0,,26,0,0,3,,,
"Calvin Johnson","WR","FA",2495647,1985-09-29,0,0,0,,115,0,0,9,,,
"Cam Newton","QB","CAR",2495455,1989-05-11,18.51,18.51,18.51,,6,0.440000000000001,0,5,11.7,2.9,5.29753604270917
"Cameron Artis-Payne","RB","CAR",2552375,1990-06-23,0.2075,0.2075,0.2075,,28,0.08375,0,1,91.8,10.6,6.42046631387587
"Cameron Brate","TE","TB",2550656,1991-07-03,3.775,3.775,3.775,,24,0.16875,0,2,9.5,2.8,3.46250780634749
"Cameron Meredith","WR","CHI",2553568,1992-09-21,0,0,0,,115,0,0,1,,,
"Canaan Severin","WR","PIT",2556678,1993-03-16,0,0,0,,115,0,0,0,,,
"Cardinals","DST","ARI",100026,,10.05,10.05,10.05,,13,1.675,0,46,16,2.8,3.46605183510157
"Carson Palmer","QB","ARI",2505245,1979-12-27,0,0,0,,29,0,0,13,,,
"Carson Wentz","QB","PHI",2555259,1992-12-30,19.7,19.7,19.7,,4,1.1,0,0,3.2,1.2,2.01659805824048
"Case Keenum","QB","LAR",2532888,1988-02-12,13.18,13.18,13.18,,19,1.96,0,4,,,
"Cayleb Jones","WR","MIN",2556840,1993-03-21,0,0,0,,115,,0,0,,,
"Cecil Shorts","WR","TB",2495341,1987-12-22,0,0,0,,115,0,0,5,,,
"Cedric ONeal","RB","BUF",2556760,1994-01-29,0,0,0,,31,0,0,0,,,
"Cedric Peerman","RB","CIN",79629,1986-10-10,0,0,0,,31,0,0,7,,,
"Chad Henne","QB","JAC",252,1985-07-02,0,0,0,,29,0,0,8,,,
"Chandler Catanzaro","K","ARI",2550325,1991-02-26,6.4,6.4,6.4,,22,0.200000000000001,0,2,,,
"Charcandrick West","RB","KC",2550268,1991-06-02,1.7525,1.7525,1.7525,,16,0.19125,0,2,72.4,7.4,4.73278356471642
"Charles Clay","TE","BUF",2495139,1989-02-13,6.4125,6.4125,6.4125,,15,0.89375,0,5,15.4,2.6,3.36770025979301
"Charles Johnson","WR","MIN",2541147,1989-02-27,0,0,0,,115,0,0,3,,,
"Charles Sims","RB","TB",2543770,1990-09-19,3.6075,3.6075,3.6075,,7,0.315,0,2,69.2,7.6,4.83826373653889
"Charone Peake","WR","NYJ",2555477,1992-10-16,0,0,0,,115,0,0,0,,,
"Chase Daniel","QB","PHI",81284,1986-10-07,0,0,0,,29,0,0,7,,,
