,Points,Salary
0,124.22000000000001,58900.0
0,101.22000000000001,58700.0
0,162.76,59000.0
0,94.38000000000001,51800.0
0,112.14,57300.0
0,137.18,50400.0
0,105.16000000000001,57400.0
0,108.06,50100.0
0,125.46000000000001,50300.0
0,97.71999999999998,53400.0
0,129.17999999999998,55500.0
0,101.94,55400.0
0,122.66000000000001,54200.0
0,120.6,59000.0
0,157.08,52400.0
0,77.62,54400.0
0,115.5,53200.0
0,76.42,52000.0
0,146.58,58200.0
0,76.62,50700.0
0,120.62,55200.0
0,92.9,56900.0
0,114.4,54300.0
0,104.92000000000002,59600.0
0,81.38,53900.0
0,98.02,52300.0
0,93.18,59700.0
0,129.48000000000002,59400.0
0,67.78,57300.0
0,119.92,56900.0
0,122.23999999999998,58300.0
0,94.26,54100.0
0,128.56,59700.0
0,120.04000000000002,58900.0
0,90.26,54000.0
0,82.625603571,58000.0
0,111.30000000000001,55100.0
0,111.46000000000001,52700.0
0,100.64,57900.0
0,99.25999999999999,50100.0
0,74.9,54200.0
0,134.56,52900.0
0,74.08,50500.0
0,96.28,50200.0
0,113.46000000000001,51700.0
0,98.88,53900.0
0,96.83999999999999,53900.0
0,94.28,53500.0
0,84.39999999999999,52500.0
0,113.3,51400.0
0,96.4,51400.0
0,94.52,51900.0
0,98.4,59300.0
0,87.7,51400.0
0,138.12,56400.0
0,91.22,54700.0
0,93.58,58400.0
0,133.58,53400.0
0,89.03999999999999,53300.0
0,119.49999999999999,57100.0
0,101.5,56000.0
0,124.58,53300.0
0,125.88,56100.0
0,117.67999999999999,57800.0
0,85.5,54600.0
0,109.24000000000002,54500.0
0,81.6,51800.0
0,91.75999999999999,50100.0
0,96.22,58000.0
0,92.2,56400.0
