,Points,Salary,Count
0,114.86,59100.0,69
0,113.92000000000002,58100.0,70
0,109.8,59500.0,71
0,115.2,59200.0,72
0,117.88,58200.0,73
0,107.38000000000001,58700.0,74
0,118.22,59500.0,75
0,106.08,58500.0,76
0,115.64,58500.0,77
0,136.06,58300.0,78
0,102.44,58200.0,52
0,108.73999999999998,59800.0,53
0,120.27999999999999,59200.0,54
0,119.80000000000001,58900.0,55
0,87.2,59800.0,56
0,109.66,59100.0,57
0,120.67999999999999,59800.0,58
0,102.69999999999999,59500.0,59
0,113.69999999999999,58200.0,60
0,120.86,59500.0,62
0,145.32000000000002,58800.0,63
0,112.67999999999999,58100.0,64
0,140.54,58400.0,65
0,122.46,59200.0,66
0,108.44,59700.0,67
0,101.26,58400.0,35
0,113.56,59000.0,36
0,122.46,58500.0,37
0,111.47999999999999,59900.0,38
0,110.06,58400.0,39
0,144.96,59800.0,40
0,85.72,59600.0,41
0,125.52000000000001,59100.0,42
0,88.61999999999999,58100.0,43
0,90.48,58500.0,44
0,111.69999999999999,59500.0,45
0,129.7,59600.0,46
0,137.88,58800.0,47
0,130.74,59000.0,48
0,111.22,59900.0,49
0,105.78,58400.0,50
0,83.196383333,58200.0,51
0,95.93999999999998,58100.0,18
0,108.35999999999999,59800.0,19
0,114.0,58500.0,20
0,101.9,58600.0,21
0,104.99999999999999,58100.0,22
0,123.80000000000001,58200.0,23
0,95.63999999999999,58100.0,24
0,97.22,59000.0,25
0,116.46,59300.0,26
0,111.72,58500.0,27
0,88.69999999999999,58300.0,28
0,107.16000000000001,59700.0,29
0,104.62,58200.0,30
0,73.80000000000001,58400.0,31
0,140.16,59100.0,33
0,100.44,58800.0,1
0,146.23999999999998,58200.0,2
0,155.76,58600.0,3
0,104.08,59800.0,4
0,88.48,58800.0,5
0,122.36,58800.0,6
0,109.98000000000002,58200.0,7
0,119.53999999999999,58600.0,8
0,120.24,59400.0,9
0,93.47999999999999,58100.0,10
0,68.34,59500.0,11
0,152.32,59000.0,12
0,126.72,59600.0,13
0,152.74,58500.0,14
0,89.04,58500.0,15
0,148.46,59300.0,16
0,119.02,58300.0,17
