,Points,Salary,Count
0,137.7,58900.0,69
0,112.22,58100.0,70
0,124.74000000000001,58800.0,71
0,115.89999999999999,59500.0,72
0,130.14,58600.0,73
0,136.92,58100.0,74
0,96.44,58700.0,75
0,112.74,58100.0,76
0,104.89999999999999,58100.0,77
0,110.32000000000001,59300.0,78
0,172.95999999999998,58600.0,52
0,149.28,58100.0,53
0,111.6,59400.0,54
0,172.89999999999998,58800.0,55
0,98.66,58400.0,56
0,163.5,59800.0,57
0,119.19999999999999,58100.0,58
0,124.06,59300.0,59
0,148.78,58500.0,60
0,174.51999999999998,58500.0,61
0,143.28,59300.0,62
0,129.18,58500.0,63
0,111.1,58700.0,64
0,144.2,58900.0,65
0,121.1,58300.0,66
0,110.14,58800.0,67
0,101.64,58900.0,35
0,106.41999999999999,58700.0,36
0,153.16,59600.0,37
0,106.72,59300.0,38
0,132.95999999999998,58500.0,39
0,123.53999999999999,59100.0,40
0,136.98000000000002,58900.0,41
0,100.91999999999999,58400.0,42
0,109.03999999999999,58500.0,43
0,111.0,58300.0,44
0,114.44,59500.0,45
0,111.68000000000002,59200.0,46
0,127.6,58500.0,47
0,116.05999999999999,59600.0,48
0,100.76,59500.0,49
0,101.94,59800.0,50
0,83.454332137,58100.0,51
0,107.76,58800.0,18
0,99.62,58300.0,19
0,123.98,59000.0,20
0,129.82,59100.0,21
0,113.4,58400.0,22
0,91.16000000000001,58800.0,23
0,144.07999999999998,59600.0,24
0,151.89999999999998,58200.0,25
0,140.42000000000002,58200.0,26
0,138.33999999999997,59400.0,27
0,91.69999999999999,58900.0,28
0,120.94,59800.0,29
0,108.7,58900.0,30
0,90.58000000000001,58900.0,31
0,129.84,58800.0,32
0,109.66,58300.0,33
0,104.24,59500.0,1
0,118.44000000000001,58300.0,2
0,141.04000000000002,58600.0,3
0,99.58,58600.0,4
0,137.60000000000002,59400.0,5
0,102.82,58900.0,6
0,108.88,59300.0,7
0,146.02000000000004,59400.0,8
0,138.07999999999998,58200.0,9
0,95.28,59300.0,10
0,129.88,59800.0,11
0,145.22,58600.0,12
0,138.26,59200.0,13
0,122.28,59600.0,14
0,123.16,58700.0,15
0,119.64000000000001,58700.0,16
0,123.24,59800.0,17
0,172.95999999999998,58600.0,52
0,149.28,58100.0,53
0,111.6,59400.0,54
0,172.89999999999998,58800.0,55
0,98.66,58400.0,56
0,163.5,59800.0,57
0,119.19999999999999,58100.0,58
0,124.06,59300.0,59
0,148.78,58500.0,60
0,174.51999999999998,58500.0,61
0,143.28,59300.0,62
0,129.18,58500.0,63
0,111.1,58700.0,64
0,144.2,58900.0,65
0,121.1,58300.0,66
0,110.14,58800.0,67
0,101.64,58900.0,35
0,106.41999999999999,58700.0,36
0,153.16,59600.0,37
0,106.72,59300.0,38
0,132.95999999999998,58500.0,39
0,123.53999999999999,59100.0,40
0,136.98000000000002,58900.0,41
0,100.91999999999999,58400.0,42
0,109.03999999999999,58500.0,43
0,111.0,58300.0,44
0,114.44,59500.0,45
0,111.68000000000002,59200.0,46
0,127.6,58500.0,47
0,116.05999999999999,59600.0,48
0,100.76,59500.0,49
0,101.94,59800.0,50
0,83.454332137,58100.0,51
0,107.76,58800.0,18
0,99.62,58300.0,19
0,123.98,59000.0,20
0,129.82,59100.0,21
0,113.4,58400.0,22
0,91.16000000000001,58800.0,23
0,144.07999999999998,59600.0,24
0,151.89999999999998,58200.0,25
0,140.42000000000002,58200.0,26
0,138.33999999999997,59400.0,27
0,91.69999999999999,58900.0,28
0,120.94,59800.0,29
0,108.7,58900.0,30
0,90.58000000000001,58900.0,31
0,129.84,58800.0,32
0,109.66,58300.0,33
0,104.24,59500.0,1
0,118.44000000000001,58300.0,2
0,141.04000000000002,58600.0,3
0,99.58,58600.0,4
0,137.60000000000002,59400.0,5
0,102.82,58900.0,6
0,108.88,59300.0,7
0,146.02000000000004,59400.0,8
0,138.07999999999998,58200.0,9
0,95.28,59300.0,10
0,129.88,59800.0,11
0,145.22,58600.0,12
0,138.26,59200.0,13
0,122.28,59600.0,14
0,123.16,58700.0,15
0,119.64000000000001,58700.0,16
0,123.24,59800.0,17
