playerId,player,team,position,age,exp,bye,points,lower,upper,sdPts,positionRank,dropoff,tier,ptSpread,overallECR,positionECR,sdRank,risk,sleeper,salary
2558019,Alvin Kamara,NO,RB,21,0,5,22,22,22,NA,1,4.5,1,0,NA,3.1,0.8,3.974770811,NA,NA
2504211,Tom Brady,NE,QB,40,17,9,20,20,20,NA,1,1.25,1,0,NA,1.2,0.4,2.376779356,NA,NA
2540175,LeVeon Bell,PIT,RB,25,4,9,19,19,19,NA,2,3.25,1,0,NA,1.1,0.2,0.899083243,NA,NA
2504775,Drew Brees,NO,QB,38,16,5,18.8,18.8,18.8,NA,2,1.45,1,0,NA,3.1,1.5,8.007106592,NA,NA
2506109,Ben Roethlisberger,PIT,QB,35,13,9,18.7,18.7,18.7,NA,3,2.85,1,0,NA,3.9,1.2,6.471562801,NA,NA
2532888,Case Keenum,MIN,QB,29,5,9,16,16,16,NA,4,1.15,1,0,NA,3.6,1.1,5.95971487,NA,NA
2556075,Derrick Henry,TEN,RB,23,1,8,16,16,16,NA,3,0.75,1,0,NA,5.2,1.3,6.537843784,NA,NA
310,Matt Ryan,ATL,QB,32,9,5,15.7,15.7,15.7,NA,5,2.85,0,0,NA,3.4,1.1,5.95971487,NA,NA
2557973,Leonard Fournette,JAC,RB,21,0,8,15.5,15.5,15.5,NA,4,1.25,1,0,NA,2.7,1.6,8.075687568,NA,NA
2495454,Julio Jones,ATL,WR,28,6,5,15,15,15,NA,1,0.25,1,0,NA,1.6,0.8,2.64428674,NA,NA
2495469,Dion Lewis,NE,RB,27,6,9,15,15,15,NA,5,1.5,0,0,NA,4.4,1.5,7.563072973,NA,NA
2508061,Antonio Brown,PIT,WR,29,7,9,15,15,15,NA,1,0.5,0,0,NA,1.9,1.1,3.716268617,NA,NA
2541785,Adam Thielen,MIN,WR,27,3,9,14.5,14.5,14.5,NA,3,0.5,1,0,NA,4.4,1.2,4.073595909,NA,NA
2556370,Michael Thomas,NO,WR,23,1,5,14.5,14.5,14.5,NA,3,1.5,1,0,NA,3.2,1,3.358941325,NA,NA
497240,Rob Gronkowski,NE,TE,28,7,9,14,14,14,NA,1,2.5,1,0,NA,1.1,0.3,3.066751214,NA,NA
2552466,Marcus Mariota,TEN,QB,24,2,8,14,14,14,NA,6,2.8,0,0,NA,6.1,0.9,4.936019009,NA,NA
2532903,Rishard Matthews,TEN,WR,28,5,8,13.5,13.5,13.5,NA,5,1.5,0,0,NA,13,2.2,7.646868831,NA,NA
2541161,Latavius Murray,MIN,RB,27,4,9,13.5,13.5,13.5,NA,6,0.25,0,0,NA,7.6,1.1,5.512614595,NA,NA
2543583,Devonta Freeman,ATL,RB,25,3,5,13.5,13.5,13.5,NA,6,2.75,0,0,NA,6.5,1.4,7.050458379,NA,NA
2540158,Zach Ertz,PHI,TE,27,4,10,13,13,13,NA,2,3.5,1,0,NA,2,0.4,3.516343955,NA,NA
2552582,Jay Ajayi,PHI,RB,24,2,10,13,13,13,NA,8,5.5,0,0,NA,8.9,0.7,3.462156216,NA,NA
2543498,Brandin Cooks,NE,WR,24,3,9,12.5,12.5,12.5,NA,6,1.5,0,0,NA,4.5,1.3,4.430923201,NA,NA
2543477,Blake Bortles,JAC,QB,26,3,8,11.7,11.7,11.7,NA,7,1,0,0,NA,7.3,0.4,2.376779356,NA,NA
2533040,Mohamed Sanu,ATL,WR,28,5,5,11.5,11.5,11.5,NA,7,3,0,0,NA,8.4,1.3,4.430923201,NA,NA
2532842,Nick Foles,PHI,QB,28,5,10,10.7,10.7,10.7,NA,8,NA,0,0,NA,7.5,0.7,3.912323147,NA,NA
2557895,Dede Westbrook,JAC,WR,24,0,8,10.5,10.5,10.5,NA,8,4.5,0,0,NA,12.9,1.2,4.073595909,NA,NA
2495438,Kyle Rudolph,MIN,TE,28,6,9,10,10,10,NA,3,2.5,0,0,NA,3.9,0.3,3.066751214,NA,NA
2540215,Vance McDonald,PIT,TE,27,4,9,9,9,9,NA,4,4.5,0,0,NA,8.2,1.5,8.461864106,NA,NA
2543715,Jerick McKinnon,MIN,RB,25,3,9,8.5,8.5,8.5,NA,9,2.5,0,0,NA,11,0.6,2.949541621,NA,NA
2495466,Mark Ingram,NO,RB,28,6,5,6.5,6.5,6.5,NA,10,2.25,0,0,NA,5.7,1.3,6.537843784,NA,NA
2552608,Stefon Diggs,MIN,WR,24,2,9,6.5,6.5,6.5,NA,9,1,0,0,NA,6,0.6,1.929632156,NA,NA
2495966,Delanie Walker,TEN,TE,33,11,8,6,6,6,NA,5,3.25,0,0,NA,3,0.4,3.516343955,NA,NA
2507166,Ted Ginn,NO,WR,32,10,5,5.5,5.5,5.5,NA,10,0,0,0,NA,10.4,1.1,3.716268617,NA,NA
2552453,Tevin Coleman,ATL,RB,24,2,5,5.5,5.5,5.5,NA,11,2.5,0,0,NA,11.8,0.9,4.487385405,NA,NA
2552600,Nelson Agholor,PHI,WR,24,2,10,5.5,5.5,5.5,NA,10,0.25,0,0,NA,10.9,1.8,6.217559662,NA,NA
2558149,JuJu Smith-Schuster,PIT,WR,21,0,9,5.5,5.5,5.5,NA,10,1,0,0,NA,8.1,1.3,4.430923201,NA,NA
2533039,Alshon Jeffery,PHI,WR,27,5,10,5,5,5,NA,13,1,0,0,NA,7.8,1.6,5.502905078,NA,NA
2649,Danny Amendola,NE,WR,32,9,9,4,4,4,NA,14,0,0,0,NA,19.1,2.5,8.718850708,NA,NA
2530515,Chris Hogan,NE,WR,29,6,9,4,4,4,NA,14,0,0,0,NA,14.3,2.6,9.076178,NA,NA
2543475,Marqise Lee,JAC,WR,26,3,8,4,4,4,NA,14,0.5,0,0,NA,18.5,1.4,4.788250494,NA,NA
2557848,Corey Davis,TEN,WR,22,0,8,4,4,4,NA,14,1,0,0,NA,17.3,1.4,4.788250494,NA,NA
497149,LeGarrette Blount,PHI,RB,31,7,10,3,3,3,NA,12,0.25,0,0,NA,13.5,0.9,4.487385405,NA,NA
497284,Eric Decker,TEN,WR,30,7,8,3,3,3,NA,18,0.5,0,0,NA,16.1,1.8,6.217559662,NA,NA
2495150,Kai Forbath,MIN,K,30,6,9,3,3,3,NA,1,0,1,0,NA,4.8,1.6,6.846828731,NA,NA
2504797,Matt Bryant,ATL,K,42,15,5,3,3,3,NA,1,0.5,1,0,NA,2.7,1.3,5.318418747,NA,NA
2506922,Stephen Gostkowski,NE,K,33,11,9,3,3,3,NA,1,1,1,0,NA,1.4,0.9,3.280538768,NA,NA
2543572,Martavis Bryant,PIT,WR,26,3,9,3,3,3,NA,18,1,0,0,NA,15.6,1.7,5.86023237,NA,NA
2543773,James White,NE,RB,25,3,9,3,3,3,NA,12,0.5,0,0,NA,13.6,1,5,NA,NA
2555415,Austin Hooper,ATL,TE,NA,1,5,3,3,3,NA,6,0.75,0,0,NA,5.4,0.5,3.965936696,NA,NA
2495888,Marcedes Lewis,JAC,TE,33,11,8,2.5,2.5,2.5,NA,7,0.5,0,0,NA,8.2,0.7,4.865122178,NA,NA
2539265,Rex Burkhead,NE,RB,27,4,9,2.5,2.5,2.5,NA,14,0.5,0,0,NA,10.4,1.7,8.588302162,NA,NA
2559150,Corey Clement,PHI,RB,NA,0,10,2.5,2.5,2.5,NA,14,1.25,0,0,NA,15,1,5,NA,NA
89802,Ryan Succop,TEN,K,31,8,8,2,2,2,NA,4,0,1,0,NA,6.9,0.8,2.771068773,NA,NA
2495459,Torrey Smith,PHI,WR,28,6,10,2,2,2,NA,20,0,0,0,NA,21,0.6,1.929632156,NA,NA
2541834,Josh Hill,NO,TE,27,4,5,2,2,2,NA,8,0.5,0,0,NA,7.2,0.7,4.865122178,NA,NA
2550328,Brandon Coleman,NO,WR,25,3,5,2,2,2,NA,20,0,0,0,NA,22.2,1.7,5.86023237,NA,NA
2550353,Allen Hurns,JAC,WR,26,3,8,2,2,2,NA,20,0.25,0,0,NA,22.8,1.3,4.430923201,NA,NA
2550545,Chris Boswell,PIT,K,28,3,9,2,2,2,NA,4,0,1,0,NA,3.9,1.3,5.318418747,NA,NA
2552418,Justin Hardy,ATL,WR,26,2,5,2,2,2,NA,20,0.75,0,0,NA,28.6,2.5,8.718850708,NA,NA
2552633,Jesse James,PIT,TE,23,2,9,2,2,2,NA,8,1,0,0,NA,6.3,1.3,7.562678624,NA,NA
2553833,Josh Lambo,JAC,K,27,2,8,2,2,2,NA,4,0.5,1,0,NA,6.6,1.3,5.318418747,NA,NA
2556601,Wil Lutz,NO,K,23,1,5,2,2,2,NA,4,1,1,0,NA,3.3,0.8,2.771068773,NA,NA
2507999,Chris Ivory,JAC,RB,29,7,8,1.5,1.5,1.5,NA,16,0.5,0,0,NA,17.2,0.5,2.436927027,NA,NA
2550617,Taylor Gabriel,ATL,WR,26,3,5,1.5,1.5,1.5,NA,24,0.5,0,0,NA,23.5,0.7,2.286959448,NA,NA
2495207,DeMarco Murray,TEN,RB,29,6,8,1,1,1,NA,17,0,0,0,NA,18.6,0.8,3.974770811,NA,NA
2532978,Jarius Wright,MIN,WR,28,5,9,1,1,1,NA,25,0,0,0,NA,30.8,2,6.932214247,NA,NA
2550256,Willie Snead,NO,WR,25,3,5,1,1,1,NA,25,0,0,0,NA,25.1,1,3.358941325,NA,NA
2550284,Trey Burton,PHI,TE,26,3,10,1,1,1,NA,10,NA,0,0,NA,11.7,1.2,7.113085883,NA,NA
2550289,David Fluellen,TEN,RB,25,3,8,1,1,1,NA,17,0.25,0,0,NA,NA,NA,NA,NA,NA
2552471,T.J. Yeldon,JAC,RB,24,2,8,1,1,1,NA,17,0.5,0,0,NA,15.4,0.9,4.487385405,NA,NA
2555214,Laquon Treadwell,MIN,WR,22,1,9,1,1,1,NA,25,NA,0,0,NA,27.4,1.7,5.86023237,NA,NA
2558172,Jake Elliott,PHI,K,22,0,10,1,1,1,NA,8,NA,1,0,NA,6.5,1.9,8.375238715,NA,NA
2495470,Stevan Ridley,PIT,RB,28,6,9,0.5,0.5,0.5,NA,20,NA,0,0,NA,18.4,0.8,3.974770811,NA,NA
