"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"49ers","DST","SF",100029,,4.15,4.15,4.15,,31,,0,47,,,
"A.J. Derby","TE","MIA",2552580,1991-09-20,3.9875,3.9875,3.9875,,37,0.16875,0,2,,,
"A.J. Green","WR","CIN",2495450,1988-07-31,13.85,13.85,13.85,,7,0.225,0,6,,,
"AJ McCarron","QB","CIN",2543497,1990-09-13,0,0,0,,33,0,0,3,,,
"Aaron Burbridge","WR","SF",2555362,1993-12-23,0,0,0,,133,0,0,1,,,
"Aaron Dobson","WR","FA",2539256,1991-07-23,0,0,0,,133,0,0,4,,,
"Aaron Jones","RB","GB",2558116,1994-12-02,0,0,0,,90,0,0,0,,,
"Aaron Murray","QB","FA",2543587,1990-11-10,0,0,0,,33,0,0,3,,,
"Aaron Ripkowski","RB","GB",2552477,1992-12-20,0,0,0,,90,0,0,2,,,
"Aaron Rodgers","QB","GB",2506363,1983-12-02,22.48,22.48,22.48,,2,2.785,1,12,,,
"Adam Humphries","WR","TB",2553895,1993-06-24,4.0625,4.0625,4.0625,,95,0.0787500000000003,0,2,,,
"Adam Shaheen","TE","CHI",2558144,1994-01-01,2.3375,2.3375,2.3375,,47,0.0375000000000005,0,0,,,
"Adam Thielen","WR","MIN",2541785,1990-08-22,9.6875,9.6875,9.6875,,43,0.03125,0,3,,,
"Adam Vinatieri","K","IND",2503471,1972-12-28,7.6,7.6,7.6,,24,0.3,0,21,,,
"Adrian Peterson","RB","ARI",2507164,1985-03-21,6.3025,6.3025,6.3025,,53,0.0525000000000002,0,10,,,
"Akeem Hunt","RB","KC",2553660,1993-02-22,1.05,1.05,1.05,,85,0.13625,0,2,,,
"Alan Cross","TE","TB",2556508,1993-05-02,0,0,0,,61,0,0,1,,,
"Albert Wilson","WR","KC",2550272,1992-07-12,3.1225,3.1225,3.1225,,103,0.14125,0,3,,,
"Aldrick Robinson","WR","SF",2495331,1988-09-24,0,0,0,,133,0,0,6,,,
"Aldrick Rosas","K","NYG",2556771,1994-12-30,7.2,7.2,7.2,,26,0.149999999999999,0,1,,,
