"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Ben Roethlisberger","QB","PIT",2506109,1982-03-02,0,0,0,,22,0,0,11,10.8,3.4,5.91620589963666
"Bengals","DST","CIN",100006,,5.5,5.5,5.5,,21,0.199999999999999,0,45,4.7,2.6,3.14331635486443
"Benjamin Watson","TE","NO",2506122,1980-12-18,4.9125,4.9125,4.9125,,14,0.5,0,11,,,
"Bennie Fowler","WR","DEN",2550198,1991-06-10,5.0125,5.0125,5.0125,,52,0.248749999999999,0,1,90.6,6.5,5.2836816938097
"Benny Cunningham","RB","STL",2541544,1990-07-07,0,0,0,,30,0,0,2,,,
"Bernard Pierce","RB","JAC",2533545,1991-05-10,0,0,0,,30,0,0,3,,,
"Bilal Powell","RB","NYJ",2495328,1988-10-27,7.155,7.155,7.155,,4,0.0324999999999998,0,4,39.2,3.6,3.46612833261387
"Bills","DST","BUF",100003,,11.3,11.3,11.3,,5,0.300000000000001,0,45,10,3.3,4.53186181597009
"Bishop Sankey","RB","TEN",2543682,1992-09-15,0,0,0,,30,0,0,1,,,
"Blaine Gabbert","QB","SF",2495441,1989-10-15,0,0,0,,22,0,0,4,,,
"Blair Walsh","K","MIN",2532968,1990-01-08,8.9,8.9,8.9,,4,0.6,0,3,,,
"Blake Annen","TE","BUF",2550278,1991-05-28,0,0,0,,38,0,0,1,,,
"Blake Bortles","QB","JAC",2543477,1991-12-16,11.69,11.69,11.69,,13,0.819999999999999,0,1,24.1,2.2,3.67243634950606
"Branden Oliver","RB","SD",2550658,1991-05-07,0,0,0,,30,0,0,1,,,
"Brandin Cooks","WR","NO",2543498,1993-09-25,0,0,0,,76,0,0,1,,,
"Brandon Bolden","RB","NE",2532797,1990-01-26,0,0,0,,30,0,0,3,,,
"Brandon Coleman","WR","NO",2550328,1992-06-22,5.9375,5.9375,5.9375,,47,0.15375,0,1,79.5,8.1,6.15654844399339
"Brandon LaFell","WR","NE",497302,1986-11-04,5.7375,5.7375,5.7375,,49,0.52,0,5,,,
"Brandon Marshall","WR","NYJ",2495893,1984-03-23,0,0,0,,76,0,0,9,,,
"Brandon McManus","K","DEN",2541556,1991-07-25,6.7,6.7,6.7,,17,3.4,0,1,25.2,4.6,6.65034511372416
"Brandon Myers","TE","TB",89766,1985-09-04,0,0,0,,38,0,0,6,,,
"Brandon Tate","WR","CIN",81306,1987-10-05,0.6,0.6,0.6,,72,0.10625,0,6,,,
"Brandon Weeden","QB","HOU",2532970,1983-10-14,0,0,0,,22,0,0,3,,,
"Brandon Williams","TE","MIA",2539645,1987-10-12,0,0,0,,38,0,0,3,,,
"Brent Celek","TE","PHI",2507218,1985-01-25,1.125,1.125,1.125,,31,0.0125,0,8,55.7,11.6,8.29888638357316
"Brenton Bersin","WR","CAR",2535966,1990-05-09,0,0,0,,76,0,0,2,118.5,5.7,4.84724831871785
"Breshad Perriman","WR","BAL",2552597,1993-09-10,2.79,2.79,2.79,,68,1.52125,0,0,117.9,13.5,9.10247372586335
"Brett Hundley","QB","GB",2552588,1993-06-15,14.04,14.04,14.04,,11,1.355,0,0,23.5,2.4,4.04639794119449
"Brian Hoyer","QB","HOU",81294,1985-10-31,0,0,0,,22,0,0,6,,,
"Brian Parker","TE","KC",2553840,1992-05-30,0,0,0,,38,,0,0,,,
"Brian Quick","WR","STL",2532933,1989-06-05,0.3875,0.3875,0.3875,,74,0.29625,0,3,,,
"Brice Butler","WR","DAL",2541388,1990-01-29,3.75,3.75,3.75,,62,0.2125,0,2,95.6,7.1,5.61100672512858
"Brittan Golden","WR","ARI",2535988,1988-07-20,0.85,0.85,0.85,,70,0.15,0,3,,,
"Brock Osweiler","QB","DEN",2533436,1990-11-22,9.6,9.6,9.6,,20,4.89,0,3,,,
"Broncos","DST","DEN",100009,,6.65,6.65,6.65,,12,0.550000000000001,0,45,12,3.7,5.32531636517333
"Bruce Ellington","WR","SF",2543646,1991-08-22,3.3625,3.3625,3.3625,,64,0.25625,0,1,,,
"Bryan Walters","WR","JAC",2528181,1987-11-04,0,0,0,,76,0,0,5,,,
"Bryce Petty","QB","NYJ",2552369,1991-05-31,0,0,0,,22,0,0,0,,,
"Buccaneers","DST","TB",100031,,4.55,4.55,4.55,,25,,0,45,22.2,4.5,6.9122254635798
"C.J. Fiedorowicz","TE","HOU",2543721,1991-10-22,0,0,0,,38,0,0,1,30.6,3.2,3.91429055730504
"C.J. Spiller","RB","NO",497204,1987-08-15,0,0,0,,30,0,0,5,,,
"C.J. Uzomah","TE","CIN",2552559,1993-01-14,1.9125,1.9125,1.9125,,29,0.6125,0,0,63.9,5.4,5.0626370832324
"Cairo Santos","K","KC",2550636,1991-11-21,0,0,0,,19,,0,1,,,
"Caleb Sturgis","K","PHI",2539637,1989-08-09,0,0,0,,19,0,0,2,,,
"Calvin Johnson","WR","DET",2495647,1985-09-29,0,0,0,,76,0,0,8,,,
"Cam Newton","QB","CAR",2495455,1989-05-11,17.13,17.13,17.13,,4,1.305,0,4,12.1,2.9,4.98130192041558
"Cameron Artis-Payne","RB","CAR",2552375,1990-06-23,1.315,1.315,1.315,,23,0.38125,0,0,91.9,11.4,7.61213788901401
"Cameron Brate","TE","TB",2550656,1991-07-03,7.9875,7.9875,7.9875,,5,0.456250000000001,0,1,9.6,2.9,3.75769784922403
"Cameron Meredith","WR","CHI",2553568,1992-09-21,0,0,0,,76,0,0,0,,,
"Cardinals","DST","ARI",100026,,12.25,12.25,12.25,,3,0.674999999999999,1,45,15.8,2.9,3.73840726676686
"Carson Palmer","QB","ARI",2505245,1979-12-27,0,0,0,,22,0,0,12,,,
"Case Keenum","QB","STL",2532888,1988-02-12,0,0,0,,22,0,0,3,,,
"Cecil Shorts","WR","HOU",2495341,1987-12-22,0,0,0,,76,0,0,4,,,
"Cedric Peerman","RB","CIN",79629,1986-10-10,0,0,0,,30,0,0,6,,,
"Chad Henne","QB","JAC",252,1985-07-02,0,0,0,,22,0,0,7,,,
"Chandler Catanzaro","K","ARI",2550325,1991-02-26,7.6,7.6,7.6,,13,0.0499999999999998,0,1,,,
"Charcandrick West","RB","KC",2550268,1991-06-02,1.675,1.675,1.675,,22,0.4675,0,1,70.4,6.8,5.16705533011136
"Charles Clay","TE","BUF",2495139,1989-02-13,0,0,0,,38,0,0,4,15.7,2.3,3.44451243306202
"Charles Johnson","WR","MIN",2541147,1989-02-27,0,0,0,,76,0,0,2,,,
"Charles Sims","RB","TB",2543770,1990-09-19,3.9,3.9,3.9,,15,0.21125,0,1,68.7,8,5.80490295417292
"Chase Daniel","QB","KC",81284,1986-10-07,0,0,0,,22,0,0,6,,,
"Chiefs","DST","KC",100016,,5.25,5.25,5.25,,23,0.625,0,45,24.4,5.3,8.49913456198627
"Chris Boswell","K","PIT",2550545,1989-12-16,0,0,0,,19,0,0,1,10.3,2.7,3.26044704229075
"Chris Conley","WR","KC",2552652,1992-10-25,0,0,0,,76,0,0,0,,,
"Chris Gragg","TE","BUF",2539202,1990-06-30,0,0,0,,38,0,0,2,,,
"Chris Harper","WR","NE",2553652,1993-12-07,0,0,0,,76,0,0,0,,,
"Chris Hogan","WR","BUF",2530515,1988-10-24,0,0,0,,76,0,0,4,,,
"Chris Ivory","RB","NYJ",2507999,1988-03-22,7.9825,7.9825,7.9825,,2,0.485,1,5,,,
"Chris Johnson","RB","ARI",262,1985-09-23,0,0,0,,30,0,0,7,,,
"Chris Matthews","WR","BAL",2531049,1989-10-06,0,0,0,,76,0,0,1,,,
"Christian Ponder","QB","FA",2495215,1988-02-25,0,0,0,,22,0,0,4,,,
"Christine Michael","RB","SEA",2539322,1990-11-09,0,0,0,,30,0,0,2,,,
"Clark Harris","TE","CIN",2495620,1984-07-10,0,0,0,,38,0,0,8,,,
"Clay Harbor","TE","JAC",497242,1987-07-02,0,0,0,,38,0,0,5,,,
"Clive Walford","TE","OAK",2552397,1991-10-21,0.3625,0.3625,0.3625,,36,0.33125,0,0,52.7,6.4,5.58461277683575
"Cobi Hamilton","WR","FA",2539203,1990-11-13,0,0,0,,76,0,0,2,,,
"Coby Fleener","TE","IND",2532838,1988-09-20,3.0875,3.0875,3.0875,,25,0.5625,0,3,,,
"Cody Latimer","WR","DEN",2543590,1992-10-10,1.6875,1.6875,1.6875,,69,0.8625,0,1,93.8,7.1,5.61100672512858
"Cody Parkey","K","PHI",2550380,1992-02-19,7.6,7.6,7.6,,13,0.25,0,1,,,
"Cole Beasley","WR","DAL",2535698,1989-04-26,4.3075,4.3075,4.3075,,59,0.235,0,3,82.2,7,5.5564525532421
"Colin Kaepernick","QB","SF",2495186,1987-11-03,0,0,0,,22,0,0,4,,,
"Colt McCoy","QB","WAS",497123,1986-09-05,0,0,0,,22,0,0,5,,,
"Colts","DST","IND",100014,,4.7,4.7,4.7,,24,0.15,0,45,20.4,5.3,8.49913456198627
"Connor Barth","K","TB",2507463,1986-04-11,0,0,0,,19,0,0,7,,,
"Connor Shaw","QB","CLE",2550252,1991-09-19,0,0,0,,22,0,0,1,,,
"Cooper Helfet","TE","SEA",2536071,1989-06-02,0,0,0,,38,0,0,4,,,
"Cordarrelle Patterson","WR","MIN",2540145,1991-03-17,5.1975,5.1975,5.1975,,51,0.258750000000002,0,2,,,
"Corey Fuller","WR","DET",2540261,1990-06-23,0,0,0,,76,0,0,2,,,
"Corey Grant","RB","JAC",2553650,1991-12-19,0.5975,0.5975,0.5975,,27,0.46125,0,0,80.8,7.4,5.48597914214214
"Cory Harkey","TE","STL",2533353,1990-06-17,0,0,0,,38,0,0,3,,,
"Cowboys","DST","DAL",100008,,5.6,5.6,5.6,,20,0.175,0,45,12.4,3.4,4.7302254532709
"Crockett Gillmore","TE","BAL",2543794,1991-11-16,0,0,0,,38,0,0,1,,,
"DaRon Brown","WR","KC",2552479,1991-09-21,0,0,0,,76,0,0,0,,,
"Damien Williams","RB","MIA",2550512,1992-04-03,7.0075,7.0075,7.0075,,7,0.15375,0,1,69.7,8.4,6.01751882886011
"Damiere Byrd","WR","FA",2553499,1993-01-27,0,0,0,,76,0,0,0,,,
"Dan Bailey","K","DAL",2495259,1988-01-26,0,0,0,,19,0,0,4,10,4.3,6.11509804981362
"Dan Carpenter","K","BUF",2507401,1985-11-25,0,0,0,,19,0,0,7,,,
"Dan Orlovsky","QB","DET",2506481,1983-08-18,0,0,0,,22,0,0,10,,,
"Danny Amendola","WR","NE",2649,1985-11-02,0,0,0,,76,0,0,7,50.1,5.9,4.95635666249082
"Danny Woodhead","RB","SD",4327,1985-01-25,0,0,0,,30,0,0,7,,,
"Darius Jennings","WR","CLE",2553896,1992-06-28,0,0,0,,76,0,0,0,,,
"Darrel Young","RB","WAS",2507737,1987-04-08,0,0,0,,30,0,0,6,,,
"Darren Fells","TE","ARI",2540928,1986-04-22,3.475,3.475,3.475,,22,0.19375,0,3,,,
"Darren McFadden","RB","DAL",284,1987-08-27,0,0,0,,30,0,0,7,,,
"Darren Sproles","RB","PHI",2506467,1983-06-20,0.6,0.6,0.6,,26,0.19125,0,10,,,
"Darren Waller","TE","BAL",2552408,1992-09-13,0,0,0,,38,0,0,0,,,
"Darrin Reaves","RB","KC",2550596,1993-04-17,0,0,0,,30,0,0,1,,,
"Darrius Heyward-Bey","WR","PIT",80427,1987-02-26,0,0,0,,76,0,0,6,125.7,12.5,8.55693200699854
"Daryl Richardson","RB","PIT",2534789,1990-04-12,0,0,0,,30,0,0,3,,,
"Davante Adams","WR","GB",2543495,1992-12-24,8.9625,8.9625,8.9625,,20,0.0437500000000011,0,1,16.9,3.9,3.8652732247612
"David Cobb","RB","TEN",2552376,1993-06-03,0,0,0,,30,0,0,0,,,
"David Fales","QB","CHI",2543751,1990-10-04,0,0,0,,22,0,0,1,,,
"David Johnson","RB","ARI",2553435,1991-12-16,0,0,0,,30,0,0,0,,,
"David Johnson","TE","SD",79589,1987-08-26,0,0,0,,38,0,0,6,,,
"DeAndre Carter","WR","NE",2553502,1993-04-10,0,0,0,,76,0,0,0,,,
"DeAndre Hopkins","WR","HOU",2540165,1992-06-06,10.425,10.425,10.425,,7,0.536249999999999,0,2,2.7,1.3,2.4468647557127
"DeAndre Smelter","WR","SF",2552627,1991-12-03,0,0,0,,76,0,0,0,,,
"DeAngelo Williams","RB","PIT",2495979,1983-04-25,0,0,0,,30,0,0,9,,,
"DeAnthony Thomas","WR","KC",2543638,1993-01-05,4.5625,4.5625,4.5625,,55,0.0525000000000002,0,1,121.6,9.1,6.7020901628582
"DeSean Jackson","WR","WAS",1581,1986-12-01,9.6275,9.6275,9.6275,,13,0.0899999999999981,0,7,,,
"DeVante Parker","WR","MIA",2552409,1993-01-20,9.9,9.9,9.9,,8,0.0362500000000008,0,0,45.5,4.5,4.19259825608009
"Delanie Walker","TE","TEN",2495966,1984-08-12,5.975,5.975,5.975,,9,0.3375,0,9,4.4,1.4,2.97473430881901
"Demaryius Thomas","WR","DEN",497328,1987-12-25,9.475,9.475,9.475,,15,0.211250000000001,0,5,29.2,3.5,3.64705653721528
"Demetrius Harris","TE","KC",2541187,1991-07-29,0,0,0,,38,0,0,2,51.4,3.5,4.07088326538604
"Denard Robinson","RB","JAC",2539260,1990-09-22,0,0,0,,30,0,0,2,,,
"Dennis Pitta","TE","BAL",497254,1985-06-29,0,0,0,,38,0,0,5,,,
"Deonte Thompson","WR","CHI",2534436,1989-02-14,4.245,4.245,4.245,,60,0.42,0,3,,,
"Derek Anderson","QB","CAR",2506546,1983-06-15,0,0,0,,22,0,0,10,,,
"Derek Carr","QB","OAK",2543499,1991-03-28,16.41,16.41,16.41,,5,1.375,0,1,14.9,2.8,4.79432112457136
"Derek Carrier","TE","WAS",2534241,1990-07-25,0,0,0,,38,0,0,3,,,
"Derrick Coleman","RB","SEA",2534871,1990-10-18,0,0,0,,30,0,0,3,,,
"Devin Funchess","WR","CAR",2552458,1994-05-21,9.2625,9.2625,9.2625,,17,0.0737500000000004,0,0,25.1,5,4.46536911551249
"Devin Smith","WR","NYJ",2553434,1992-03-03,0,0,0,,76,0,0,0,,,
"Devin Street","WR","DAL",2543641,1991-03-30,0,0,0,,76,0,0,1,,,
"Dexter McCluster","RB","TEN",497190,1988-08-25,0,0,0,,30,0,0,5,,,
"Dez Bryant","WR","DAL",497278,1988-11-04,13.0125,13.0125,13.0125,,3,0.775,0,5,14.9,3.4,3.5925023653288
"Dezmin Lewis","WR","BUF",2552411,1992-12-05,0,0,0,,76,0,0,0,,,
"Dion Lewis","RB","NE",2495469,1990-09-27,0,0,0,,30,0,0,4,16.1,2.8,3.04089658323949
"Dion Sims","TE","MIA",2540200,1991-02-18,0,0,0,,38,0,0,2,,,
"Dolphins","DST","MIA",100019,,5.85,5.85,5.85,,14,0.0749999999999993,0,45,31.8,0.9,-0.228865479249324
"Donte Moncrief","WR","IND",2543614,1993-08-06,6.6875,6.6875,6.6875,,39,0.21125,0,1,,,
"Dontrelle Inman","WR","SD",2530700,1989-01-31,0,0,0,,76,0,0,2,,,
"Dorial Green-Beckham","WR","TEN",2552491,1993-04-12,0,0,0,,76,0,0,0,,,
"Doug Baldwin","WR","SEA",2530747,1988-09-21,11.4125,11.4125,11.4125,,6,1.25,0,4,22.7,3.5,3.64705653721528
"Dreamius Smith","RB","SD",2553848,1992-09-08,0,0,0,,30,,0,0,,,
"Drew Brees","QB","NO",2504775,1979-01-15,18.89,18.89,18.89,,1,0.719999999999999,1,14,6.5,3,5.1682827162598
"Drew Stanton","QB","ARI",2495748,1984-05-07,10.14,10.14,10.14,,18,0.335000000000001,0,8,,,
"DuJuan Harris","RB","SF",2530690,1988-09-03,0,0,0,,30,0,0,4,,,
"Duke Johnson","RB","CLE",2552461,1993-09-23,0,0,0,,30,0,0,0,34.9,3.6,3.46612833261387
"Dustin Hopkins","K","WAS",2539227,1990-10-01,0,0,0,,19,0,0,2,,,
"Dustin Vaughan","QB","PIT",2550410,1991-01-27,0,0,0,,22,0,0,1,,,
"Dwayne Allen","TE","IND",2533046,1990-02-24,0,0,0,,38,0,0,3,,,
"Dwayne Harris","WR","NYG",2495159,1987-09-16,0,0,0,,76,0,0,4,,,
"E.J. Bibbs","TE","CLE",2553791,1991-08-28,0,0,0,,38,0,0,0,,,
"E.J. Manuel","QB","BUF",2539228,1990-03-19,0,0,0,,22,0,0,2,,,
"Eagles","DST","PHI",100025,,11,11,11,,6,0.675000000000001,0,45,15.1,3.9,5.72204363977494
"Ed Dickson","TE","CAR",497224,1987-07-25,5.875,5.875,5.875,,10,0.6,0,5,35.2,6.1,5.42802006875475
"Eddie Lacy","RB","GB",2540168,1990-06-02,8.255,8.255,8.255,,1,0.34375,1,2,,,
"Eddie Royal","WR","CHI",1990,1986-05-21,0,0,0,,76,0,0,7,,,
"Eli Manning","QB","NYG",2505996,1981-01-03,10.73,10.73,10.73,,16,0.414999999999999,0,11,26.2,3.1,5.35526351210401
"Emmanuel Sanders","WR","DEN",497322,1987-03-17,7.73,7.73,7.73,,34,0.44375,0,5,38,4.2,4.02893574042064
"Eric Decker","WR","NYJ",497284,1987-03-15,6.825,6.825,6.825,,38,0.1675,0,5,,,
"Eric Ebron","TE","DET",2543466,1993-04-10,4.25,4.25,4.25,,16,0.16875,0,1,21.8,2.7,3.65330271050336
"Eric Weems","WR","ATL",2507029,1985-07-04,0,0,0,,76,0,0,8,,,
"Erik Swoope","TE","IND",2550405,1992-05-08,0,0,0,,38,0,0,1,,,
"Falcons","DST","ATL",100001,,9.5,9.5,9.5,,10,2.425,0,45,28.7,3.1,4.13513454136847
"Fitzgerald Toussaint","RB","PIT",2550738,1990-05-04,0,0,0,,30,0,0,1,,,
"Fozzy Whittaker","RB","CAR",2540037,1989-02-22,0,0,0,,30,0,0,3,105,19.3,11.8113014140859
"Frankie Hammond","WR","KC",2541828,1990-02-17,0,0,0,,76,0,0,2,,,
"Freddie Martino","WR","PHI",2550223,1991-09-07,0,0,0,,76,0,0,1,,,
"Gabe Holmes","TE","OAK",2553658,1991-03-29,0,0,0,,38,0,0,0,,,
"Garrett Celek","TE","SF",2534820,1988-05-29,3.55,3.55,3.55,,21,0.1125,0,3,31.1,4.1,4.38406868154805
"Garrett Gilbert","QB","OAK",2549982,1991-07-01,0,0,0,,22,0,0,1,,,
"Garrett Graham","TE","HOU",497234,1986-08-04,0,0,0,,38,0,0,5,,,
"Gary Barnidge","TE","CLE",1060,1985-09-22,0,0,0,,38,0,0,7,,,
"Gavin Escobar","TE","DAL",2540211,1991-02-03,0,0,0,,38,0,0,2,,,
"Geno Smith","QB","NYJ",2539335,1990-10-10,0,0,0,,22,0,0,2,,,
"Geoff Swaim","TE","DAL",2553454,1993-09-16,0,0,0,,38,0,0,0,62.8,16.6,10.9087648515899
"George Atkinson","RB","OAK",2550540,1992-11-29,0,0,0,,30,0,0,1,,,
"George Farmer","RB","SEA",2553767,1993-07-04,0,0,0,,30,0,0,0,,,
"Gerald Christian","TE","ARI",2552462,1991-08-26,0,0,0,,38,0,0,0,,,
"Geremy Davis","WR","NYG",2552654,1992-01-10,0,0,0,,76,0,0,0,,,
"Giants","DST","NYG",100023,,9.95,9.95,9.95,,9,1.45,0,45,25.7,4.3,6.51549818897818
"Giovani Bernard","RB","CIN",2540156,1991-11-22,4.8675,4.8675,4.8675,,12,0.27875,0,2,22.2,7.9,5.75174898550112
"Golden Tate","WR","DET",497326,1988-08-02,9.8775,9.8775,9.8775,,9,0.0462499999999988,0,5,17.4,2.7,3.21062316212343
"Graham Gano","K","CAR",71309,1987-04-09,8.1,8.1,8.1,,8,0.0999999999999996,0,6,18.5,3.6,4.86618823402237
"Greg Olsen","TE","CAR",2495700,1985-03-11,0,0,0,,38,0,0,8,18.8,3,3.80989541858437
"Greg Zuerlein","K","STL",2534797,1987-12-27,9.9,9.9,9.9,,2,0.75,1,3,,,
"Griff Whalen","WR","FA",2535876,1990-03-01,0,0,0,,76,0,0,3,,,
"Harry Douglas","WR","TEN",222,1984-09-16,0,0,0,,76,0,0,7,,,
"Ifeanyi Momah","TE","ARI",2541096,1989-10-23,0,0,0,,38,0,0,2,,,
"Isaiah Burse","WR","SD",2550182,1991-12-08,0,0,0,,76,0,0,1,,,
"Isaiah Crowell","RB","CLE",2550189,1993-01-08,0,0,0,,30,0,0,1,30.7,3.1,3.20035848925488
"J.J. Nelson","WR","ARI",2552656,1992-04-24,6.6275,6.6275,6.6275,,40,0.30875,0,0,67,4.9,4.41081494362601
"Jace Amaro","TE","NYJ",2543481,1992-06-26,0,0,0,,38,0,0,1,,,
"Jack Doyle","TE","IND",2540232,1990-05-05,10.1875,10.1875,10.1875,,3,2.00625,1,2,7.6,1.8,3.18352458626035
"Jacob Tamme","TE","ATL",324,1985-03-15,0,0,0,,38,0,0,7,,,
"Jacquizz Rodgers","RB","CHI",2495471,1990-02-06,2.0425,2.0425,2.0425,,20,0.22,0,4,,,
"Jaguars","DST","JAC",100015,,12.5,12.5,12.5,,1,0.125,1,45,2.5,1.8,1.55640725645796
"Jake Kumerow","WR","CIN",2553548,1992-02-17,0,0,0,,76,0,0,0,,,
"Jake Stoneburner","TE","MIA",2539283,1989-08-25,0,0,0,,38,0,0,2,,,
"Jalston Fowler","RB","TEN",2552464,1990-07-26,0,0,0,,30,0,0,0,,,
"Jamaal Charles","RB","KC",925,1986-12-27,5.9175,5.9175,5.9175,,10,0.609999999999999,0,7,,,
"Jameis Winston","QB","TB",2552033,1994-01-06,14.54,14.54,14.54,,10,0.680000000000001,0,0,11.3,3,5.1682827162598
"James Develin","RB","NE",2508101,1988-07-23,0,0,0,,30,0,0,5,84.5,9.5,6.60221248424987
"James Hanna","TE","DAL",2533028,1989-07-14,0,0,0,,38,0,0,3,75.3,7.4,6.1065884704391
"James Starks","RB","GB",497206,1986-02-25,0,0,0,,30,0,0,5,,,
"James White","RB","NE",2543773,1992-02-03,0,0,0,,30,0,0,1,52.3,4.4,3.89136008198824
"James Wright","WR","CIN",2550162,1991-12-31,0,0,0,,76,0,0,1,,,
"Jamison Crowder","WR","WAS",2552415,1993-06-17,0,0,0,,76,0,0,0,21.9,4,3.91982739664768
"Jamize Olawale","RB","OAK",2536044,1989-04-17,0,0,0,,30,0,0,3,81.7,5.4,4.42289976870621
"Jared Abbrederis","WR","GB",2543774,1990-12-17,0,0,0,,76,0,0,1,,,
"Jared Cook","TE","STL",71265,1987-04-07,8.375,8.375,8.375,,4,0.59375,0,6,,,
"Jarius Wright","WR","MIN",2532978,1989-11-25,0,0,0,,76,0,0,3,94,7.4,5.77466924078803
"Jaron Brown","WR","ARI",2541966,1990-01-08,4.5,4.5,4.5,,57,0.22375,0,2,76.8,7.6,5.88377758456099
"Jarvis Landry","WR","MIA",2543488,1992-11-28,9.785,9.785,9.785,,12,0.171250000000001,0,1,21.4,3.7,3.75616488098824
"Jason Witten","TE","DAL",2505629,1982-05-06,7.4875,7.4875,7.4875,,7,0.825,0,12,8.7,2.2,3.39231486370169
"Javontee Herndon","WR","SD",2550459,1991-06-29,0,0,0,,76,0,0,1,,,
