"","Player","Points","FD_Salary"
"66","Darkwa, Orleans","12.7","$4,500"
"67","Miller, Lamar","12.7","$7,000"
"68","Howard, Jordan","11.2","$5,300"
"69","Lacy, Eddie","11","$7,300"
"70","Johnson, Duke","10.6","$5,100"
"71","Murray, Latavius","10.3","$7,100"
"72","Barner, Kenjon","10.2","$4,800"
"73","Williams, Damien","10","$4,500"
"74","Jones, Matt","8.9","$6,400"
"75","Ajayi, Jay","8.8","$5,700"
"76","Morris, Alfred","8.6","$5,400"
"77","Riddick, Theo","8.3","$6,400"
"78","Powell, Bilal","8.1","$4,900"
"79","Whittaker, Fozzy","8.1","$6,300"
"80","Crowell, Isaiah","7.9","$6,900"
"81","Forte, Matt","7.4","$7,500"
"82","McKinnon, Jerick","7.2","$5,300"
"83","Bernard, Giovani","6.9","$5,700"
"84","Turbin, Robert","6.9","$5,100"
"85","Ware, Spencer","6.8","$6,300"
"86","Washington, DeAndre","6.7","$4,900"
"87","Williams, DeAngelo","6.4","$8,800"
"88","Kuhn, John","6.3","$4,500"
"89","Artis-Payne, Cameron","6.3","$4,800"
"90","Forsett, Justin","6.2","$6,500"
"91","Cadet, Travaris","6.2","$5,100"
"92","Dunbar, Lance","6.1","$4,800"
"93","West, Terrance","5.8","$5,200"
"94","Drake, Kenyan","5.8","$5,900"
"95","Langford, Jeremy","5.6","$6,500"
"96","Ferguson, Josh","4.6","$4,500"
"97","Anderson, C.J.","4.6","$8,000"
"98","Richard, Jalen","4.6","$4,900"
"99","Henry, Derrick","4.5","$5,500"
"100","Cunningham, Benny","4.4","$4,800"
"101","Collins, Alex","4.1","$4,500"
"102","Washington, Dwayne","4","$4,500"
"103","Grimes, Jonathan","3.9","$4,500"
"104","Yeldon, T.J.","3.8","$6,600"
"105","Booker, Devontae","3","$5,300"
"106","Rainey, Bobby","2.9","$4,500"
"107","Tolbert, Mike","2.9","$4,800"
"108","Rodgers, Jacquizz","2.8","$5,300"
"109","Ivory, Chris","2.8","$5,600"
"110","West, Charcandrick","2.6","$5,200"
"111","Asiata, Matt","2.4","$4,600"
"112","Thompson, Chris","2.1","$5,100"
"113","Janovich, Andy","2","$4,500"
"114","Gillislee, Mike","2","$5,000"
"115","White, James","1.9","$5,400"
"116","Fowler, Jalston","1.9","$4,500"
"117","Hightower, Tim","1.9","$4,800"
"118","McCluster, Dexter","1.9","$4,500"
"119","Pead, Isaiah","1.7","$4,500"
"120","Draughn, Shaun","1.7","$4,900"
"121","Starks, James","1.3","$5,100"
"123","Blue, Alfred","1.2","$4,800"
"124","Watt, Derek","1.1","$4,500"
"125","Sherman, Anthony","0.8","$4,500"
"126","Johnson, Malcolm","0.8","$4,500"
"127","Kelley, Rob","0.7","$4,700"
"128","Juszczyk, Kyle","0.7","$4,500"
"129","Johnson, Chris","0.5","$5,000"
"130","Williams, Jonathan","0.2","$4,500"
"131","Richardson, Daryl","0.1","$4,500"
"132","Mostert, Raheem","0","$4,500"
"133","Farrow, Kenneth","0","$4,500"
"134","Develin, James","0","$4,500"
"135","Burton, Michael","0","$4,500"
"136","Burkhead, Rex","0","$4,500"
"137","Line, Zach","0","$4,500"
"138","Davis, Mike","0","$4,500"
"139","Grant, Corey","0","$4,500"
"140","Robinson, Denard","0","$4,600"
"141","Todman, Jordan","0","$4,500"
"142","Murphy, Marcus","0","$4,500"
"143","Lasco, Daniel","0","$4,500"
"144","Brown, Malcolm","0","$4,500"
"145","Ellington, Andre","0","$4,700"
"146","Reynolds, Chase","0","$4,500"
"147","Taylor, Stepfan","0","$4,500"
"148","Andrews, Antonio","0","$4,500"
"149","Perkins, Paul","0","$4,500"
"150","Bolden, Brandon","0","$4,800"
"151","Zenner, Zach","0","$5,200"
"152","Felton, Jerome","0","$4,500"
"153","Hewitt, Ryan","0","$4,500"
"154","Atkinson, George","0","$4,500"
"155","Jones, Taiwan","0","$4,500"
"156","Smith, Rod","0","$4,500"
"157","DiMarco, Patrick","0","$4,500"
"158","Davis, Knile","0","$4,500"
"159","Ripkowski, Aaron","0","$4,500"
"160","Bibbs, Kapri","0","$4,500"
"161","Toussaint, Fitzgerald","0","$4,700"
"162","Olawale, Jamize","0","$4,500"
"163","Prosch, Jay","0","$4,500"
"164","Montgomery, Ty","-0.1","$4,500"
"165","Mathews, Ryan","-0.5","$6,600"
"166","Ervin, Tyler","-2","$4,500"
"169","Jones, Marvin","35.5","$6,900"
"170","Sanders, Emmanuel","28.2","$6,500"
"171","Pryor, Terrelle","27.9","$5,800"
"172","Hilton, T.Y.","27.4","$7,400"
"173","Baldwin, Doug","26","$7,200"
"174","Nelson, Jordy","25.1","$8,300"
"175","Evans, Mike","24.2","$8,000"
"176","Landry, Jarvis","23.1","$7,000"
"177","Robinson, Allen","21.2","$7,900"
"178","Brown, Antonio","20","$9,500"
"179","Austin, Tavon","18.9","$5,900"
"180","Jackson, DeSean","18.1","$6,800"
"181","Thomas, Demaryius","17","$7,200"
"182","Thomas, Michael","16.6","$5,200"
"183","Shepard, Sterling","15.8","$6,500"
"184","Crowder, Jamison","15.8","$5,000"
"185","Beckham Jr., Odell","15.6","$8,900"
"186","Humphries, Adam","14.5","$4,700"
"187","Crabtree, Michael","14.2","$6,400"
"188","Smith, Steve","12.7","$6,300"
"189","Parker, DeVante","12.6","$6,200"
"190","Quick, Brian","12.3","$4,500"
"191","Green, A.J.","11.7","$8,300"
"192","Bryant, Dez","11.5","$7,900"
"193","Coleman, Brandon","11.3","$4,600"
"194","Beasley, Cole","10.8","$5,100"
"195","Boldin, Anquan","10.2","$6,200"
"196","Stills, Kenny","10.1","$5,200"
"197","Brown, John","10","$6,400"
"198","Williams, Tyrell","9.9","$6,100"
"199","Roberts, Seth","9.7","$5,200"
"200","Hardy, Justin","9.6","$5,000"
"201","Jeffery, Alshon","9.5","$7,900"
"202","Fitzgerald, Larry","9.5","$7,600"
"203","Adams, Davante","9.3","$5,700"
"204","White, Kevin","9.2","$5,900"
"205","Matthews, Jordan","8.9","$6,900"
"206","Williams, Terrance","8.8","$4,700"
"207","Floyd, Michael","8.5","$6,900"
"208","Cruz, Victor","8.5","$5,800"
"209","Garcon, Pierre","8.4","$6,100"
"210","Ginn Jr., Ted","8.2","$6,000"
"211","Cooper, Amari","8.2","$7,700"
"212","Benjamin, Travis","8.2","$6,900"
"213","Woods, Robert","8.1","$5,100"
"214","Brown, Corey","7.7","$4,900"
"215","Hopkins, DeAndre","7.6","$7,900"
"216","Edelman, Julian","7.2","$6,700"
"217","Lee, Marqise","6.9","$4,500"
"218","Coates, Sammie","6.5","$5,500"
"219","Brown, Jaron","6.4","$4,900"
"220","Sharpe, Tajae","6.3","$5,800"
"221","Hurns, Allen","6","$6,500"
"222","Diggs, Stefon","6","$6,400"
"223","Conley, Chris","5.9","$4,600"
"224","Lewis, Tommylee","5.9","$4,500"
"225","Enunwa, Quincy","5.7","$6,000"
"226","Maclin, Jeremy","5.5","$7,000"
"227","Louis, Ricardo","5.5","$4,500"
"228","Wallace, Mike","5.4","$6,500"
"229","Tate, Golden","5.2","$6,500"
"230","Jackson, Vincent","5.2","$5,300"
"231","Smith, Torrey","5","$5,500"
"232","Green-Beckham, Dorial","4.8","$5,000"
"233","Matthews, Rishard","4.7","$5,400"
"234","Inman, Dontrelle","4.7","$5,200"
"235","Fuller, Will","4.6","$6,500"
"236","Sanu, Mohamed","4.6","$6,500"
"238","Thielen, Adam","4.4","$4,500"
"240","Powell, Walter","4.3","$4,500"
"241","Dorsett, Phillip","4.2","$6,000"
"242","Marshall, Brandon","4.2","$7,900"
"243","Rogers, Eli","4.2","$5,500"
"244","LaFell, Brandon","4.2","$5,600"
"245","Huff, Josh","4","$4,600"
"246","Britt, Kenny","3.8","$5,400"
"247","Hill, Tyreek","3.8","$4,500"
"248","Cobb, Randall","3.8","$7,100"
"249","Royal, Eddie","3.6","$5,600"
"250","Decker, Eric","3.6","$7,300"
"251","Agholor, Nelson","3.6","$5,600"
"252","Kerley, Jeremy","3.4","$5,000"
"253","Perriman, Breshad","3.4","$5,100"
"254","Boyd, Tyler","3.3","$5,700"
"255","Amendola, Danny","3.3","$5,900"
"256","Mitchell, Malcolm","3.2","$4,500"
"257","Douglas, Harry","3","$4,500"
"258","Cooks, Brandin","2.9","$8,100"
"259","Hawkins, Andrew","2.5","$4,600"
"260","Streater, Rod","2.4","$4,500"
"261","Jones, Julio","2.1","$9,300"
"262","Kearse, Jermaine","2.1","$5,200"
"263","Strong, Jaelen","2","$4,600"
"264","Fowler, Bennie","1.8","$4,600"
"265","Marquez, Bradley","1.7","$4,500"
"266","Wright, James","1.5","$4,500"
"267","Latimer, Cody","1.5","$4,500"
"268","Meredith, Cameron","1.4","$4,500"
"269","Patterson, Cordarrelle","1.3","$4,600"
"270","Patton, Quinton","1.3","$4,700"
"271","Holmes, Andre","1.3","$4,700"
"272","Goodwin, Marquise","1.1","$5,300"
"274","Aiken, Kamar","1","$5,600"
"275","Marshall, Jalin","0.9","$4,700"
"276","Robinson, Aldrick","0.9","$4,500"
"277","Hogan, Chris","0.8","$4,800"
"279","Wheaton, Markus","0.7","$6,000"
"280","Whitehead, Lucky","0.3","$4,500"
"282","Mariani, Marc","0","$4,500"
"283","Butler, Brice","0","$4,500"
"284","Lockett, Tyler","0","$6,100"
"285","Thompson, Deonte","0","$4,500"
"286","Benjamin, Kelvin","0","$7,800"
"287","Heyward-Bey, Darrius","0","$4,500"
"288","Erickson, Alex","0","$4,500"
"289","Payton, Jordan","0","$4,600"
"290","Wilson, Albert","0","$4,900"
"291","Abbrederis, Jared","0","$4,500"
"292","Wright, Jarius","0","$4,800"
"293","Weems, Eric","0","$4,500"
"294","Nelson, J.J.","0","$4,700"
"295","Whalen, Griff","0","$4,600"
"296","Thomas, Mike","0","$4,500"
"297","Grant, Ryan","0","$4,600"
"298","Higgins, Rashard","0","$4,500"
"299","Tate, Brandon","0","$4,500"
"300","Janis, Jeff","0","$4,800"
"301","Greene, Rashad","0","$4,700"
"302","Roberts, Andre","0","$4,500"
"303","Richardson, Paul","0","$4,600"
"304","Johnson, Andre","0","$5,000"
"305","Slater, Matthew","0","$4,500"
"306","Ross, Rashad","0","$4,600"
"307","Mumphery, Keith","0","$4,500"
"308","King, Tavarres","0","$4,500"
"309","Carroo, Leonte","0","$4,500"
"310","Norwood, Jordan","0","$4,700"
"311","Burbridge, Aaron","0","$4,500"
"312","Funchess, Devin","0","$5,800"
"313","Bray, Quan","0","$4,500"
"314","Taylor, Jordan","0","$4,500"
"315","Grant, Jakeem","0","$4,500"
"316","Bellamy, Josh","0","$4,500"
"317","Johnson, Charles","0","$4,600"
"318","Davis, Trevor","0","$4,500"
"319","Harris, Dwayne","0","$4,500"
"320","Hester, Devin","-2","$4,600"
"323","Miller, Zach","23.8","$5,200"
"324","Fleener, Coby","20.4","$5,500"
"325","Brate, Cameron","19.1","$4,800"
"326","Kelce, Travis","17.9","$6,000"
"327","Graham, Jimmy","17","$5,200"
"328","Rudolph, Kyle","16.5","$5,100"
"329","Barnidge, Gary","11.1","$5,800"
"330","Doyle, Jack","9.5","$5,000"
"331","Olsen, Greg","9.4","$7,800"
"332","Ebron, Eric","9.4","$5,600"
"333","Griffin, Ryan","9.2","$4,500"
"334","Henry, Hunter","8.1","$4,500"
"335","Rodgers, Richard","7.9","$4,600"
"337","Reed, Jordan","7.6","$7,500"
"338","Celek, Brent","7.6","$5,200"
"339","Amaro, Jace","7.4","$4,500"
"340","Pitta, Dennis","7.2","$5,000"
"341","Sims, Dion","6.6","$4,500"
"342","Allen, Dwayne","5","$6,100"
"343","Tamme, Jacob","4.3","$5,500"
"344","Uzomah, C.J.","4.1","$4,700"
"345","Celek, Garrett","4","$4,500"
"346","Walford, Clive","3.7","$5,000"
"347","Lewis, Marcedes","3.5","$4,500"
"348","Witten, Jason","3.5","$6,000"
"349","Heuerman, Jeff","3.4","$4,500"
"350","O'Leary, Nick","3.3","$4,500"
"351","Burton, Trey","2.9","$4,500"
"352","Tye, Will","2.9","$4,800"
"353","Dickson, Ed","2.8","$4,500"
"354","Donnell, Larry","2.6","$5,200"
"355","Bennett, Martellus","2.6","$6,100"
"356","Fells, Darren","2.5","$4,600"
"357","Harris, Demetrius","2.4","$4,500"
"358","Ellison, Rhett","2.3","$4,500"
"359","Thomas, Julius","2.3","$6,100"
"360","James, Jesse","2","$4,500"
"362","Cook, Jared","2","$5,000"
"363","Willson, Luke","1.9","$4,700"
"364","Perillo, Justin","1.8","$4,500"
"365","McGrath, Sean","1.8","$4,500"
"366","Wick, Cole","1.8","$4,500"
"367","McDonald, Vance","1.4","$4,900"
"368","Myers, Brandon","1.2","$4,600"
"369","Cameron, Jordan","1","$5,400"
"370","Smith, Lee","0.9","$4,500"
"371","Niklas, Troy","0.5","$4,500"
"372","Higbee, Tyler","0","$4,500"
"373","Paulsen, Logan","0","$4,500"
"374","Lee, Khari","0","$4,500"
"375","Davis, Kellen","0","$4,500"
"376","Clay, Charles","0","$5,000"
"377","O'Shaughnessy, James","0","$4,500"
"378","Davis, Vernon","0","$4,600"
"379","Supernaw, Phillip","0","$4,500"
"380","Swaim, Geoff","0","$4,500"
"381","Simonson, Scott","0","$4,500"
"382","Paul, Niles","0","$4,600"
"383","Escobar, Gavin","0","$4,500"
"384","Grimble, Xavier","0","$4,500"
"385","Kendricks, Lance","0","$4,500"
"386","Fasano, Anthony","0","$4,500"
"387","Gresham, Jermaine","0","$4,500"
"388","Gillmore, Crockett","0","$4,600"
"389","Bostick, Brandon","0","$4,500"
"390","Kroft, Tyler","0","$4,800"
"391","Bell, Blake","0","$4,500"
"392","Anderson, Stephen","0","$4,500"
"393","Toilolo, Levine","0","$4,500"
"394","Harkey, Cory","0","$4,500"
"395","Gronkowski, Rob","0","$7,300"
"396","Hooper, Austin","0","$4,500"
"397","Gray, Marqueis","0","$4,500"
"398","Dray, Jim","0","$4,500"
"399","Williams, Brandon","0","$4,500"
"400","Williams, Maxx","0","$4,600"
"401","Cleveland, Asante","0","$4,500"
"402","Johnson, David","0","$4,500"
"403","Harbor, Clay","0","$4,500"
"404","Fiedorowicz, C.J.","0","$4,500"
"407","Hopkins, Dustin","19","$4,500"
"408","Tucker, Justin","17","$4,800"
"409","Hauschka, Steven","13","$5,100"
"411","Prater, Matt","12","$4,600"
"412","Lambo, Josh","11","$4,500"
"413","Crosby, Mason","11","$4,700"
"414","Carpenter, Dan","10","$4,600"
"415","Sturgis, Caleb","10","$4,700"
"416","Bryant, Matt","9","$4,700"
"417","Gostkowski, Stephen","9","$5,000"
"418","Brown, Josh","9","$4,700"
"419","Zuerlein, Greg","9","$4,500"
"420","Bailey, Dan","8","$4,700"
"421","Lutz, Wil","8","$4,500"
"422","Vinatieri, Adam","8","$4,700"
"423","Janikowski, Sebastian","7","$4,600"
"424","Myers, Jason","6","$4,500"
"425","Walsh, Blair","6","$4,700"
"426","Catanzaro, Chandler","6","$4,900"
"427","Santos, Cairo","6","$5,000"
"428","Franks, Andrew","6","$4,500"
"429","McManus, Brandon","5","$4,700"
"430","Barth, Connor","5","$4,600"
"431","Gano, Graham","5","$4,900"
"432","Nugent, Mike","5","$4,600"
"433","Dawson, Phil","4","$4,600"
"434","Succop, Ryan","4","$4,500"
"435","Boswell, Chris","4","$4,600"
"436","Folk, Nick","3","$4,500"
"437","Aguayo, Roberto","2","$4,500"
"438","Novak, Nick","0","$4,600"
"441","Kansas City Defense","35","$4,500"
"442","Minnesota Defense","26","$4,400"
"443","Buffalo Defense","22","$4,300"
"444","New England Defense","18","$4,300"
"445","Philadelphia Defense","17","$4,500"
"446","Baltimore Defense","13","$4,400"
"447","Cleveland Defense","12","$4,300"
"448","Los Angeles Defense","12","$4,500"
"449","San Diego Defense","12","$4,300"
"450","Oakland Defense","11","$4,400"
"451","Atlanta Defense","11","$4,000"
"452","Indianapolis Defense","11","$4,400"
"453","Tampa Bay Defense","10","$4,500"
"454","Denver Defense","9","$4,800"
"455","Jacksonville Defense","9","$4,100"
"456","New York J Defense","8","$4,600"
"457","Arizona Defense","8","$5,100"
"458","Washington Defense","8","$4,400"
"459","Miami Defense","7","$4,600"
"460","Cincinnati Defense","5","$4,500"
"461","Dallas Defense","5","$4,600"
"462","Green Bay Defense","5","$4,400"
"463","Tennessee Defense","4","$4,200"
"464","Carolina Defense","3","$5,000"
"465","Seattle Defense","3","$5,400"
"466","New York G Defense","3","$4,500"
"467","San Francisco Defense","2","$4,000"
"468","Detroit Defense","1","$4,200"
"469","Houston Defense","1","$5,200"
"470","Chicago Defense","1","$4,400"
"471","Pittsburgh Defense","-1","$4,500"
"472","New Orleans Defense","-2","$4,100"
