"player","position","team","playerId","birthdate","points","lower","upper","sdPts","positionRank","dropoff","tier","exp","ecrPosition","sdRank","risk"
"Alvin Kamara","RB","NO",2558019,1996-06-25,15.34,15.34,15.34,,2,0.581250000000001,1,0,2.5,2.1,2.81135996057767
"Amara Darboh","WR","SEA",2557905,1994-02-01,1.7,1.7,1.7,,119,0.19375,0,0,127.1,7.2,5.00867204583142
"Amari Cooper","WR","OAK",2552487,1994-06-18,0,0,0,,137,0,0,2,43.3,17.3,10.1588266241924
"Amba Etta-Tawo","WR","FA",2559170,1993-11-10,0,0,0,,137,0,0,0,,,
"Ameer Abdullah","RB","DET",2552374,1993-06-13,0,0,0,,93,0,0,2,50.5,11.3,7.59827096099997
"Andre Ellington","RB","HOU",2539217,1989-02-03,5.2125,5.2125,5.2125,,59,0.3575,0,4,56.3,6,4.84059397162625
"Andre Holmes","WR","BUF",2495453,1988-06-16,4.4,4.4,4.4,,86,0.1875,0,6,98.7,13,7.96618655617734
"Andre Roberts","WR","ATL",497320,1988-01-09,0.8125,0.8125,0.8125,,125,0.0887500000000001,0,7,,,
"Andre Williams","RB","LAC",2543565,1992-08-28,0.145,0.145,0.145,,90,0.09875,0,3,,,
"Andrew Franks","K","FA",2553648,1993-01-11,0,0,0,,33,0,0,2,,,
"Andrew Hawkins","WR","FA",2508097,1986-03-10,0,0,0,,137,0,0,6,,,
"Andrew Luck","QB","IND",2533031,1989-09-12,0,0,0,,33,0,0,5,,,
"Andy Dalton","QB","CIN",2495143,1987-10-29,13.62,13.62,13.62,,20,1.065,0,6,20.1,3.6,6.81360248303807
"Andy Janovich","RB","DEN",2555432,1993-05-23,0,0,0,,93,0,0,1,85.5,10.5,7.18201783052846
"Anquan Boldin","WR","FA",2505587,1980-10-03,0,0,0,,137,0,0,14,,,
"Anthony Fasano","TE","MIA",2495835,1984-04-20,1.3125,1.3125,1.3125,,51,0.175,0,11,59.9,3.4,3.765541451372
"Anthony Sherman","RB","KC",2495340,1988-12-11,0,0,0,,93,0,0,6,91.1,9.2,6.50560649351227
"Antone Smith","RB","FA",89798,1985-09-17,0,0,0,,93,0,0,8,,,
"Antonio Andrews","RB","FA",2550474,1992-08-17,0,0,0,,93,0,0,3,,,
"Antonio Brown","WR","PIT",2508061,1988-07-10,15.8125,15.8125,15.8125,,1,1.55625,1,7,1.3,1.1,1.89818264701932
"Antonio Gates","TE","LAC",2505299,1980-06-18,4.7875,4.7875,4.7875,,27,0.131250000000001,0,14,32,4.3,4.20195438834555
"Antwan Goodley","WR","FA",2553526,1991-09-06,0,0,0,,137,0,0,2,,,
"ArDarius Stewart","WR","NYJ",2558150,1993-12-08,2.0625,2.0625,2.0625,,117,0.30625,0,0,122.8,10.3,6.58941255998183
"Arrelious Benn","WR","JAC",497270,1988-09-08,0,0,0,,137,0,0,7,,,
"Artavis Scott","WR","FA",2559246,1994-12-12,0,0,0,,137,0,0,0,,,
"Asante Cleveland","TE","LAC",2550454,1992-03-21,0,0,0,,65,0,0,3,,,
"Austin Carr","WR","NO",2558928,1993-12-25,0,0,0,,137,0,0,0,,,
"Austin Davis","QB","SEA",2533349,1989-06-02,0,0,0,,33,0,0,5,,,
"Austin Ekeler","RB","LAC",2559169,1995-05-17,8.37,8.37,8.37,,29,0.141249999999999,0,0,40.8,2.8,3.17558144974024
"Austin Hooper","TE","ATL",2555415,1994-10-29,6.9,6.9,6.9,,18,0.993749999999999,0,1,18.3,3.2,3.66856079871121
"Austin Seferian-Jenkins","TE","NYJ",2543683,1992-09-29,8.3625,8.3625,8.3625,,12,0.25,0,3,11.7,2.5,3.32912851439845
"Austin Traylor","TE","DEN",2556900,1993-09-03,5,5,5,,25,0.13125,0,1,32.6,3.1,3.62007047238081
"Bears","DST","CHI",100005,,11,11,11,,4,0.699999999999999,0,47,19.2,4.5,6.63102596169043
"Beau Sandland","TE","FA",2555487,1993-02-23,0,0,0,,65,0,0,1,,,
"Ben Braunecker","TE","CHI",2556478,1994-02-07,0.1,0.1,0.1,,62,0.01875,0,1,,,
"Ben Koyack","TE","JAC",2552396,1993-04-09,0,0,0,,65,0,0,2,,,
"Ben Roethlisberger","QB","PIT",2506109,1982-03-02,16.01,16.01,16.01,,12,0.154999999999998,0,13,11.1,3.5,6.61404751726689
"Bengals","DST","CIN",100006,,5.8,5.8,5.8,,24,0.399999999999999,0,47,4.6,2.6,2.95028155005954
"Benjamin Watson","TE","BAL",2506122,1980-12-18,6.2875,6.2875,6.2875,,19,0.768749999999999,0,13,24.3,2.3,3.23214786173766
"Bennie Fowler","WR","DEN",2550198,1991-06-10,4.8375,4.8375,4.8375,,81,0.16625,0,3,90.4,8.2,5.51858834071864
"Benny Cunningham","RB","CHI",2541544,1990-07-07,2.8075,2.8075,2.8075,,72,0.67875,0,4,80.1,6.8,5.25684710209776
"Bernard Pierce","RB","FA",2533545,1991-05-10,0,0,0,,93,0,0,5,,,
"Bernard Reedy","WR","NE",2550246,1991-12-31,0,0,0,,137,0,0,3,,,
"Bilal Powell","RB","NYJ",2495328,1988-10-27,6.0975,6.0975,6.0975,,47,0.0324999999999998,0,6,39.8,2.9,3.22761309104918
"Bills","DST","BUF",100003,,4.6,4.6,4.6,,30,0.399999999999999,0,47,9.8,2.7,3.14400494014537
"Bishop Sankey","RB","MIN",2543682,1992-09-15,0,0,0,,93,0,0,3,,,
"Blaine Gabbert","QB","ARI",2495441,1989-10-15,9.28,9.28,9.28,,30,1.92,0,6,23.3,2.7,5.01760779109746
"Blair Walsh","K","SEA",2532968,1990-01-08,7.6,7.6,7.6,,22,0.0500000000000007,0,5,21.9,4.6,5.73842690192806
"Blake Bell","TE","MIN",2552478,1991-08-07,0,0,0,,65,0,0,2,,,
"Blake Bortles","QB","JAC",2543477,1991-12-16,12.16,12.16,12.16,,23,0.345000000000001,0,3,24.2,2.4,4.41894289378392
"Bralon Addison","RB","FA",2556457,1993-10-12,0,0,0,,93,0,0,1,,,
"Branden Oliver","RB","LAC",2550658,1991-05-07,0,0,0,,93,0,0,3,83,7.8,5.77716351518714
"Brandin Cooks","WR","NE",2543498,1993-09-25,13.8825,13.8825,13.8825,,4,0.801250000000001,1,3,5.9,1.5,2.10214916497421
"Brandon Allen","QB","LAR",2555365,1992-09-05,0,0,0,,33,0,0,1,,,
"Brandon Bolden","RB","NE",2532797,1990-01-26,0,0,0,,93,0,0,5,,,
"Brandon Burks","RB","FA",2556728,1993-11-01,0,0,0,,93,0,0,1,,,
"Brandon Coleman","WR","NO",2550328,1992-06-22,5.7,5.7,5.7,,72,0.106249999999999,0,3,80,8.6,5.72255485867354
"Brandon Doughty","QB","FA",2555302,1991-10-06,0,0,0,,33,0,0,1,,,
"Brandon LaFell","WR","CIN",497302,1986-11-04,6.9,6.9,6.9,,58,0.2375,0,7,61.2,5.2,3.98883945605696
"Brandon Marshall","WR","NYG",2495893,1984-03-23,0,0,0,,137,0,0,11,,,
"Brandon McManus","K","DEN",2541556,1991-07-25,7.8,7.8,7.8,,18,8.88178419700125e-16,0,3,24.9,4.7,5.88611228231368
"Brandon Myers","TE","FA",89766,1985-09-04,0,0,0,,65,0,0,8,,,
"Brandon Radcliff","RB","FA",2558898,1993-03-18,0,0,0,,93,0,0,0,,,
"Brandon Reilly","WR","BUF",2559235,1993-09-24,0,0,0,,137,0,0,0,,,
"Brandon Tate","WR","BUF",81306,1987-10-05,0.6,0.6,0.6,,128,0.0125000000000001,0,8,123.5,8.8,5.82453811765098
"Brandon Weeden","QB","TEN",2532970,1983-10-14,0,0,0,,33,0,0,5,,,
"Brandon Williams","TE","IND",2539645,1987-10-12,0,0,0,,65,0,0,5,59.5,6.5,5.26874156761424
"Braxton Miller","WR","HOU",2555348,1992-11-30,5.1625,5.1625,5.1625,,76,0.0537499999999991,0,1,91,12.2,7.55825352026756
"Brent Celek","TE","PHI",2507218,1985-01-25,1.075,1.075,1.075,,53,0.29375,0,10,56.6,10.7,7.30533527349082
"Brenton Bersin","WR","CAR",2535966,1990-05-09,0,0,0,,137,0,0,4,119.3,4.2,3.47892316116973
"Breshad Perriman","WR","BAL",2552597,1993-09-10,0,0,0,,137,0,0,2,116,15.1,9.03701077544053
"Brett Hundley","QB","GB",2552588,1993-06-15,12.47,12.47,12.47,,22,0.309999999999999,0,2,23.2,2.4,4.41894289378392
"Brian Hill","RB","CIN",2558112,1995-11-09,1.605,1.605,1.605,,77,0.60625,0,0,78.5,8.1,5.93325843911395
"Brian Hoyer","QB","NE",81294,1985-10-31,0,0,0,,33,0,0,8,,,
"Brian Quick","WR","WAS",2532933,1989-06-05,0,0,0,,137,0,0,5,,,
"Brice Butler","WR","DAL",2541388,1990-01-29,3.6875,3.6875,3.6875,,95,0.1125,0,4,95.6,7.8,5.31462182276375
"Brittan Golden","WR","ARI",2535988,1988-07-20,0.875,0.875,0.875,,123,0.0374999999999999,0,5,,,
"Brock Osweiler","QB","DEN",2533436,1990-11-22,0,0,0,,33,0,0,5,,,
"Broncos","DST","DEN",100009,,6.75,6.75,6.75,,11,0.125,0,47,11.7,3.6,4.8875154509179
"Bronson Hill","RB","ARI",2554357,1993-01-02,0,0,0,,93,0,0,2,,,
"Browns","DST","CLE",100007,,5.35,5.35,5.35,,26,0.0499999999999998,0,47,22.9,5.9,9.34315342289214
"Bruce Ellington","WR","HOU",2543646,1991-08-22,6.5,6.5,6.5,,60,0.0274999999999999,0,3,68.8,12.5,7.71122840873373
"Bryan Walters","WR","FA",2528181,1987-11-04,0,0,0,,137,0,0,7,,,
"Bryce Petty","QB","NYJ",2552369,1991-05-31,0,0,0,,33,0,0,2,,,
"Bryce Treggs","WR","CLE",2556697,1994-04-30,0,0,0,,137,0,0,1,,,
"Bryce Williams","TE","FA",2556709,1993-02-24,0,0,0,,65,0,0,1,,,
"Buccaneers","DST","TB",100031,,6.55,6.55,6.55,,13,0.2,0,47,22.1,4.7,7.0184727418621
"Bucky Hodges","TE","FA",2558011,1995-08-08,0,0,0,,65,0,0,0,,,
"Bug Howard","WR","FA",2558889,1994-11-28,0,0,0,,137,0,0,0,,,
"Byron Marshall","RB","WAS",2556841,1994-02-13,4.155,4.155,4.155,,64,0.29125,0,1,58.9,5.1,4.37230919984581
"C.J. Anderson","RB","DEN",2540269,1991-02-10,7.0575,7.0575,7.0575,,39,0.27875,0,4,33.4,3.8,3.69589786282962
"C.J. Beathard","QB","SF",2557922,1993-11-16,0,0,0,,33,0,0,0,,,
"C.J. Fiedorowicz","TE","HOU",2543721,1991-10-22,4.5625,4.5625,4.5625,,30,0.0374999999999996,0,3,29.2,3.3,3.7170511250416
"C.J. Ham","RB","MIN",2556803,1993-07-22,0,0,0,,93,0,0,1,,,
"C.J. Prosise","RB","SEA",2555417,1994-05-20,0,0,0,,93,0,0,1,,,
"C.J. Spiller","RB","KC",497204,1987-08-15,0,0,0,,93,0,0,7,,,
"C.J. Uzomah","TE","CIN",2552559,1993-01-14,0.95,0.95,0.95,,54,0.4875,0,2,62.9,5.3,4.6868576516495
"Cairo Santos","K","CHI",2550636,1991-11-21,7.5,7.5,7.5,,24,0.15,0,3,25.6,6.9,9.13519065079715
"Caleb Sturgis","K","PHI",2539637,1989-08-09,0,0,0,,33,0,0,4,,,
"Calvin Johnson","WR","FA",2495647,1985-09-29,0,0,0,,137,0,0,10,,,
"Cam Newton","QB","CAR",2495455,1989-05-11,16.18,16.18,16.18,,11,0.190000000000001,0,6,11.7,3,5.61627268841099
"Cameron Artis-Payne","RB","CAR",2552375,1990-06-23,0.1975,0.1975,0.1975,,89,0.0525,0,2,92.5,10.4,7.12998618921953
"Cameron Brate","TE","TB",2550656,1991-07-03,4.5375,4.5375,4.5375,,31,0.13125,0,3,9.5,2.8,3.47459949338963
"Cameron Meredith","WR","CHI",2553568,1992-09-21,0,0,0,,137,0,0,2,,,
"Canaan Severin","WR","FA",2556678,1993-03-16,0,0,0,,137,0,0,1,,,
"Cardale Jones","QB","LAC",2555426,1992-09-29,0,0,0,,33,0,0,1,,,
"Cardinals","DST","ARI",100026,,5.85,5.85,5.85,,22,0.0250000000000012,0,47,15.9,2.9,3.53145172031704
"Carlos Henderson","WR","DEN",2558003,1994-12-19,0,0,0,,137,0,0,0,,,
"Carlos Hyde","RB","SF",2543743,1991-09-20,12.1175,12.1175,12.1175,,9,0.361249999999998,0,3,15.6,3.2,3.38370801497599
"Carlton Agudosi","WR","ARI",2559131,1994-02-01,0,0,0,,137,0,0,0,,,
"Carson Palmer","QB","ARI",2505245,1979-12-27,0,0,0,,33,0,0,14,,,
"Carson Wentz","QB","PHI",2555259,1992-12-30,17.6,17.6,17.6,,4,0.405000000000001,0,1,3.3,1.5,2.62294820184331
"Case Keenum","QB","MIN",2532888,1988-02-12,15.97,15.97,15.97,,13,0.425000000000001,0,5,15.7,2.6,4.81805282532628
"Cayleb Jones","WR","FA",2556840,1993-03-21,0,0,0,,137,0,0,1,,,
"Cecil Shorts","WR","FA",2495341,1987-12-22,0,0,0,,137,0,0,6,,,
"Cedric ONeal","RB","FA",2556760,1994-01-29,0,0,0,,93,0,0,1,,,
"Cedric Peerman","RB","CIN",79629,1986-10-10,0,0,0,,93,0,0,8,,,
"Cethan Carter","TE","CIN",2558929,1993-09-05,0,0,0,,65,0,0,0,,,
"Chad Hansen","WR","NYJ",2558069,1995-01-18,2.2125,2.2125,2.2125,,115,0.108750000000001,0,0,100.8,4.9,3.83586456759079
"Chad Henne","QB","JAC",252,1985-07-02,0,0,0,,33,0,0,9,,,
"Chad Kelly","QB","DEN",2557869,1994-03-26,0,0,0,,33,0,0,0,,,
"Chad Williams","WR","ARI",2558208,1994-10-19,0,0,0,,137,0,0,0,112.6,10.1,6.48742930100438
"Chandler Catanzaro","K","NYJ",2550325,1991-02-26,7.8,7.8,7.8,,19,0.0999999999999996,0,3,20.8,5.3,6.77222456462735
"Charcandrick West","RB","KC",2550268,1991-06-02,0,0,0,,93,0,0,3,73.1,7.9,5.82919515649608
"Charles Clay","TE","BUF",2495139,1989-02-13,8.2875,8.2875,8.2875,,13,0.5,0,6,15.3,2.6,3.37761884072884
"Charles Johnson","WR","CAR",2541147,1989-02-27,0,0,0,,137,0,0,4,,,
"Charles Sims","RB","TB",2543770,1990-09-19,5.6475,5.6475,5.6475,,52,0.14125,0,3,69.3,7.8,5.77716351518714
"Charone Peake","WR","NYJ",2555477,1992-10-16,0,0,0,,137,0,0,1,,,
"Chase Daniel","QB","NO",81284,1986-10-07,0,0,0,,33,0,0,8,,,
"Chester Rogers","WR","IND",2556396,1994-01-12,3.925,3.925,3.925,,92,0.114999999999999,0,1,83,12.7,7.81321166771118
"Chiefs","DST","KC",100016,,10.25,10.25,10.25,,6,1.325,0,47,24.3,5.5,8.5682598625488
"Chris Boswell","K","PIT",2550545,1989-12-16,8.4,8.4,8.4,,13,0.250000000000002,0,3,10.2,2.8,3.08009005498704
"Chris Carson","RB","SEA",2558865,1994-09-16,0,0,0,,93,0,0,0,,,
"Chris Conley","WR","KC",2552652,1992-10-25,0,0,0,,137,0,0,2,,,
"Chris Godwin","WR","TB",2558105,1996-02-27,2.7375,2.7375,2.7375,,110,0.15,0,0,95.5,5.5,4.14181434452313
"Chris Gragg","TE","NYJ",2539202,1990-06-30,0,0,0,,65,0,0,4,,,
"Chris Harper","WR","FA",2553652,1993-12-07,0,0,0,,137,0,0,2,,,
"Chris Hogan","WR","NE",2530515,1988-10-24,0,0,0,,137,0,0,6,43.3,21.5,12.3004750627188
"Chris Ivory","RB","JAC",2507999,1988-03-22,2.9625,2.9625,2.9625,,71,0.39125,0,7,72.9,4.4,4.00808771068325
"Chris Johnson","RB","FA",262,1985-09-23,0,0,0,,93,0,0,9,,,
"Chris Manhertz","TE","CAR",2552622,1992-04-10,0,0,0,,65,0,0,1,,,
"Chris Matthews","WR","BAL",2531049,1989-10-06,0,0,0,,137,0,0,3,,,
"Chris Moore","WR","BAL",2555209,1993-06-16,3.5625,3.5625,3.5625,,97,0.1625,0,1,93.2,5.1,3.93784782656823
"Chris Thompson","RB","WAS",2540011,1990-10-20,0,0,0,,93,0,0,4,,,
"Chris Thompson","WR","HOU",2559368,,0,0,0,,137,0,0,0,108.3,12,7.45627026129012
"Christian Hackenberg","QB","NYJ",2555416,1995-02-14,0,0,0,,33,0,0,1,,,
"Christian McCaffrey","RB","CAR",2557997,1996-06-07,11.785,11.785,11.785,,10,0.178750000000001,0,0,22.3,3.8,3.69589786282962
"Christian Ponder","QB","FA",2495215,1988-02-25,0,0,0,,33,0,0,6,,,
"Christine Michael","RB","IND",2539322,1990-11-09,0,0,0,,93,0,0,4,,,
"Clark Harris","TE","CIN",2495620,1984-07-10,0,0,0,,65,0,0,10,,,
"Clay Harbor","TE","NO",497242,1987-07-02,0,0,0,,65,0,0,7,,,
"Clive Walford","TE","OAK",2552397,1991-10-21,0.1875,0.1875,0.1875,,58,0.01875,0,2,52.7,8.2,6.09307711523095
"Cobi Hamilton","WR","HOU",2539203,1990-11-13,0,0,0,,137,0,0,4,126,4.3,3.52991479065845
"Coby Fleener","TE","NO",2532838,1988-09-20,0,0,0,,65,0,0,5,,,
"Cody Core","WR","CIN",2555331,1994-04-17,1.3625,1.3625,1.3625,,121,0.46625,0,1,,,
"Cody Kessler","QB","CLE",2555387,1993-05-11,0,0,0,,33,0,0,1,,,
"Cody Latimer","WR","DEN",2543590,1992-10-10,1.8125,1.8125,1.8125,,118,0.1375,0,3,96.5,10.1,6.48742930100438
"Cody Parkey","K","MIA",2550380,1992-02-19,7.5,7.5,7.5,,24,0.0499999999999998,0,3,29.6,3.8,4.55694385884316
"Cole Beasley","WR","DAL",2535698,1989-04-26,6.47,6.47,6.47,,62,0.00875000000000004,0,5,81,8.1,5.46759671122992
"Colin Kaepernick","QB","FA",2495186,1987-11-03,0,0,0,,33,0,0,6,,,
"Colt McCoy","QB","WAS",497123,1986-09-05,0,0,0,,33,0,0,7,,,
"Colts","DST","IND",100014,,5.3,5.3,5.3,,27,0.524999999999999,0,47,20.7,4.9,7.40591952203378
"Connor Barth","K","FA",2507463,1986-04-11,0,0,0,,33,0,0,9,,,
"Connor Cook","QB","OAK",2555332,1993-01-29,0,0,0,,33,0,0,1,,,
"Connor Hamlett","TE","FA",2553771,1992-04-12,0,0,0,,65,0,0,1,,,
"Cooper Kupp","WR","LAR",2557898,1993-06-15,9.725,9.725,9.725,,22,0.213750000000001,0,0,26,5,3.88685619707951
"Cooper Rush","QB","DAL",2559242,1993-11-21,0,0,0,,33,0,0,0,,,
"Cordarrelle Patterson","WR","OAK",2540145,1991-03-17,8.6925,8.6925,8.6925,,35,0.0362500000000008,0,4,62.5,13.1,8.01717818566607
"Corey Brown","WR","FA",2550546,1991-12-16,0,0,0,,137,0,0,3,,,
"Corey Clement","RB","PHI",2559150,1994-11-02,5.2425,5.2425,5.2425,,58,0.0862500000000006,0,0,55.9,5.3,4.47637248246369
"Corey Coleman","WR","CLE",2555333,1994-07-06,8.7,8.7,8.7,,34,0.0224999999999991,0,1,44.6,6,4.39677249196674
"Corey Davis","WR","TEN",2557848,1995-01-11,8.94,8.94,8.94,,31,0.209999999999999,0,0,50.9,5.8,4.29478923298929
"Corey Fuller","WR","NO",2540261,1990-06-23,0,0,0,,137,0,0,4,,,
"Corey Grant","RB","JAC",2553650,1991-12-19,0.64,0.64,0.64,,83,0.0337500000000001,0,2,80.4,7.8,5.77716351518714
"Cory Harkey","TE","FA",2533353,1990-06-17,0,0,0,,65,0,0,5,,,
"Cowboys","DST","DAL",100008,,6.1,6.1,6.1,,16,0.0499999999999998,0,47,12.1,3.4,4.50006867074623
"Crockett Gillmore","TE","FA",2543794,1991-11-16,0,0,0,,65,0,0,3,,,
"Curtis Samuel","WR","CAR",2558066,1996-08-11,0,0,0,,137,0,0,0,,,
"D.J. Foster","RB","ARI",2556528,1993-11-22,2.975,2.975,2.975,,70,0.0899999999999994,0,1,58.7,6.1,4.89262561293519
"D.J. Tialavea","TE","FA",2550406,1991-07-27,0,0,0,,65,0,0,2017,,,
"Dak Prescott","QB","DAL",2555260,1993-07-29,16.74,16.74,16.74,,7,0.135000000000002,0,1,11,3.2,6.01538261995335
"Dalvin Cook","RB","MIN",2557991,1995-08-10,0,0,0,,93,0,0,0,,,
"Damien Williams","RB","MIA",2550512,1992-04-03,0,0,0,,93,0,0,3,70.3,9.3,6.55763813482121
"Damiere Byrd","WR","CAR",2553499,1993-01-27,0,0,0,,137,0,0,2,126.2,11.8,7.35428700231267
"Dan Bailey","K","DAL",2495259,1988-01-26,8.6,8.6,8.6,,10,0.0999999999999996,0,6,10.1,4.4,5.44305614115684
"Dan Carpenter","K","FA",2507401,1985-11-25,0,0,0,,33,0,0,9,,,
"Daniel Braverman","WR","FA",2556144,1993-09-28,0,0,0,,137,0,0,1,,,
"Daniel Brown","TE","CHI",2553900,1992-05-26,0,0,0,,65,0,0,2,51.8,5.6,4.83232863064068
"Daniel Lasco","RB","NO",2555219,1992-10-09,0,0,0,,93,0,0,1,,,
"Danny Amendola","WR","NE",2649,1985-11-02,8.6,8.6,8.6,,41,0.0425000000000004,0,9,48.5,6.1,4.44776412145546
"Danny Woodhead","RB","BAL",4327,1985-01-25,8.16,8.16,8.16,,31,0.11875,0,9,46.7,4.1,3.85199278675643
"Dare Ogunbowale","RB","FA",2559362,,0,0,0,,93,,0,0,,,
"Darius Jackson","RB","CLE",2556273,1993-12-01,0,0,0,,93,0,0,1,,,
"Darrel Young","RB","FA",2507737,1987-04-08,0,0,0,,93,0,0,8,,,
"Darrell Daniels","TE","IND",2558886,1994-11-22,0,0,0,,65,0,0,1,,,
"Darren Fells","TE","DET",2540928,1986-04-22,3.5625,3.5625,3.5625,,37,0.118749999999999,0,5,43.2,4.2,4.15346406201516
"Darren McFadden","RB","FA",284,1987-08-27,0,0,0,,93,0,0,9,,,
"Darren Sproles","RB","PHI",2506467,1983-06-20,0.6,0.6,0.6,,85,0.07125,0,12,,,
"Darren Waller","TE","BAL",2552408,1992-09-13,0,0,0,,65,0,0,2,,,
"Darreus Rogers","WR","FA",2559238,1993-09-03,0,0,0,,137,0,0,0,,,
"Darrius Heyward-Bey","WR","PIT",80427,1987-02-26,0.0975,0.0975,0.0975,,135,0.05375,0,8,125.8,14.5,8.73106099850819
"Daryl Richardson","RB","FA",2534789,1990-04-12,0,0,0,,93,0,0,5,,,
"Davante Adams","WR","GB",2543495,1992-12-24,11.4125,11.4125,11.4125,,13,0.123749999999999,0,3,16.8,4.1,3.42793153168101
"David Cobb","RB","FA",2552376,1993-06-03,0,0,0,,93,0,0,2,,,
"David Fales","QB","MIA",2543751,1990-10-04,0,0,0,,33,0,0,3,,,
"David Fluellen","RB","TEN",2550289,1992-01-29,0,0,0,,93,0,0,3,,,
"David Johnson","RB","ARI",2553435,1991-12-16,0,0,0,,93,0,0,2,,,
"David Johnson","TE","FA",79589,1987-08-26,0,0,0,,65,0,0,8,,,
"David Morgan","TE","MIN",2555306,1993-05-19,0.3125,0.3125,0.3125,,56,0.06875,0,1,68.4,7.6,5.80213515724858
"David Njoku","TE","CLE",2557986,1996-07-10,5.2875,5.2875,5.2875,,23,0.262499999999999,0,0,18.7,2.8,3.47459949338963
"Davis Webb","QB","NYG",2557897,1995-01-22,0,0,0,,33,0,0,0,,,
"DeAndre Carter","WR","FA",2553502,1993-04-10,0,0,0,,137,0,0,2,,,
"DeAndre Hopkins","WR","HOU",2540165,1992-06-06,13.0625,13.0625,13.0625,,6,0.25625,0,4,2.7,1.3,2.00016590599676
"DeAndre Washington","RB","OAK",2555464,1993-02-22,5.3825,5.3825,5.3825,,56,0.0737500000000004,0,1,64.4,5.6,4.6324674063905
"DeAngelo Henderson","RB","DEN",2557850,1992-11-24,0,0,0,,93,0,0,0,,,
"DeAngelo Williams","RB","FA",2495979,1983-04-25,0,0,0,,93,0,0,11,,,
"DeAnthony Thomas","WR","KC",2543638,1993-01-05,4.5025,4.5025,4.5025,,85,0.121249999999999,0,3,121.1,9.5,6.18147952407204
"DeMarco Murray","RB","TEN",2495207,1988-02-12,10.1625,10.1625,10.1625,,20,0.0875000000000021,0,6,26.1,3.3,3.43573965628493
