,Points,Salary,Count
0,131.38,58200.0,69
0,102.75999999999999,58600.0,70
0,92.16000000000001,59300.0,71
0,118.39999999999999,58300.0,72
0,210.62000000000003,58400.0,73
0,129.95999999999998,58800.0,75
0,107.9,58300.0,76
0,125.34,58700.0,77
0,107.58,58700.0,78
0,127.54,58800.0,52
0,115.54,58400.0,54
0,118.11999999999999,58900.0,55
0,129.6,59400.0,56
0,104.92,59200.0,57
0,115.17999999999999,58800.0,58
0,112.0,58300.0,59
0,124.74,58800.0,60
0,122.61999999999998,58600.0,61
0,135.24,58600.0,62
0,125.38000000000001,59100.0,63
0,103.11999999999999,59800.0,64
0,127.48,59800.0,65
0,92.87999999999998,58300.0,66
0,136.33999999999997,58100.0,67
0,85.72000000000001,58100.0,35
0,101.60000000000001,59000.0,36
0,182.57999999999998,58900.0,37
0,103.46,59100.0,38
0,94.46000000000001,58800.0,39
0,128.2,59800.0,40
0,125.28,58100.0,41
0,107.17999999999999,59300.0,42
0,89.44,58200.0,43
0,111.54,59700.0,44
0,121.98,58500.0,45
0,114.05999999999999,58600.0,46
0,118.72000000000001,58100.0,47
0,105.84,58400.0,48
0,133.28,58600.0,49
0,115.28,59800.0,50
0,85.67240000000001,58300.0,51
0,123.71999999999998,58200.0,18
0,113.31999999999998,59300.0,19
0,160.6,58300.0,20
0,155.22000000000003,58200.0,21
0,119.4,59600.0,22
0,123.66,58300.0,23
0,102.44,58500.0,24
0,118.67999999999999,58200.0,25
0,117.08000000000001,58100.0,27
0,81.88,59400.0,28
0,100.32,58900.0,29
0,115.59999999999998,58300.0,30
0,144.04,59400.0,31
0,121.6,59200.0,32
0,122.5,58800.0,34
0,136.04,59900.0,1
0,160.3,59500.0,3
0,115.17999999999998,59700.0,4
0,141.64,58100.0,5
0,142.32000000000002,59600.0,6
0,94.8,58200.0,7
0,77.04,58700.0,8
0,117.66,59000.0,9
0,116.58000000000001,59600.0,10
0,83.06,59100.0,11
0,137.68,58400.0,12
0,127.58,59600.0,13
0,124.48,58400.0,14
0,116.25999999999999,58300.0,15
0,117.36000000000001,58500.0,16
0,119.1,59500.0,17
