,Actual_Points,sdPts
111,9.4,2.6
112,-0.1,2.6
113,22.9,2.0
123,6.4,1.9
127,21.2,2.5
139,11.1,0.6
160,6.2,0.5
165,4.8,0.9
167,6.1,0.8
171,4.7,0.6
178,5.1,0.8
179,12.9,0.9
202,12.3,1.6
209,5.5,1.2
210,2.9,1.1
216,20.7,1.2
246,0.0,0.5
264,13.6,1.2
267,2.9,1.2
276,17.6,0.5
303,9.1,1.1
313,6.6,1.7
341,5.6,0.9
349,15.0,1.1
353,0.0,0.5
357,11.0,0.8
364,3.4,0.8
375,10.1,2.5
384,3.4,1.4
413,14.7,1.6
414,2.5,0.3
419,0.0,1.4
433,2.0,1.4
440,2.2,1.0
456,0.0,1.5
462,3.0,1.1
468,13.1,0.8
489,22.9,0.4
502,0.9,0.7
507,13.4,0.9
509,12.3,3.1
510,2.1,1.1
529,2.8,0.9
532,1.4,1.3
537,2.3,1.2
542,2.9,1.0
555,1.4,0.4
556,1.2,0.4
558,0.0,0.6
575,1.5,0.9
578,0.0,0.5
585,8.4,0.3
591,1.8,1.4
594,6.5,1.3
597,9.2,0.7
599,7.0,1.7
604,0.8,0.8
608,0.0,0.2
633,7.2,0.7
663,2.6,0.8
670,2.7,0.4
683,3.5,1.8
702,5.6,1.1
725,0.0,0.9
734,0.0,0.6
748,1.1,0.8
751,0.0,0.7
752,0.0,1.0
758,10.7,0.6
767,0.0,0.8
771,0.0,0.2
773,0.0,0.5
791,1.0,0.7
793,1.3,1.2
794,1.3,1.2
805,0.0,0.6
812,0.0,0.2
825,2.0,1.1
826,5.5,0.5
835,0.0,0.5
886,2.4,0.7
906,0.0,0.2
934,0.0,0.6
942,2.4,0.4
956,0.0,0.5
958,7.6,0.5
961,1.9,0.6
971,0.0,0.6
974,0.0,0.2
983,1.1,0.1
1000,1.9,0.3
1006,0.0,0.4
1011,0.5,0.4
1019,0.0,0.4
1037,0.0,0.5
1052,1.8,0.3
1053,1.8,0.5
1062,1.1,0.2
1071,0.0,0.5
1077,0.0,0.2
1110,0.0,0.2
1116,0.0,0.2
25,5.7,2.1
27,3.8,2.0
28,12.3,2.3
32,0.0,1.7
46,22.2,2.3
47,35.7,2.2
48,28.0,2.2
49,4.0,1.9
53,12.3,2.3
56,34.1,2.8
61,6.1,2.5
62,23.3,1.9
63,28.5,2.1
64,15.0,2.2
65,0.0,2.3
69,21.0,3.1
72,8.8,2.0
73,8.2,2.4
80,9.7,2.9
84,17.2,2.9
85,5.7,3.3
86,8.4,3.1
89,25.2,1.9
91,7.2,3.0
96,10.0,3.0
101,12.1,2.4
104,2.3,2.4
109,1.4,0.9
118,32.4,2.2
119,7.3,1.9
141,5.9,1.2
143,17.3,1.0
159,3.8,3.4
172,4.6,2.9
192,46.7,0.2
214,5.9,1.0
215,2.1,1.6
228,20.8,1.2
243,12.8,1.3
247,2.0,1.2
253,10.4,1.8
257,0.0,1.1
258,10.1,0.5
263,9.5,1.3
276,5.2,1.1
285,7.1,1.3
290,2.5,1.5
299,6.6,2.0
307,3.6,0.6
309,11.7,0.7
322,2.8,1.2
325,0.8,1.2
326,9.3,1.1
334,3.8,0.6
409,10.6,1.0
415,3.1,0.9
416,3.7,0.5
417,2.4,1.8
434,6.8,0.8
444,4.0,1.8
448,6.7,1.0
460,7.1,0.7
472,5.0,0.5
475,0.0,0.9
497,1.2,2.6
509,8.7,0.5
533,7.2,1.9
534,1.6,0.8
538,0.0,1.8
551,1.7,1.1
556,1.0,0.9
566,0.0,0.4
571,0.0,1.2
577,2.6,0.6
579,0.0,1.4
585,1.1,1.0
590,0.0,0.9
591,7.5,1.0
596,2.5,0.8
604,2.8,1.1
