,Points,Salary
0,132.09999999999997,58400.0
0,102.02,58600.0
0,124.74000000000001,58800.0
0,115.89999999999999,59500.0
0,157.45999999999998,58300.0
0,86.02000000000001,59400.0
0,96.44,58700.0
0,115.74,58100.0
0,104.89999999999999,58100.0
0,110.32000000000001,59300.0
0,160.84,59600.0
0,114.4,58200.0
0,112.6,58900.0
0,154.7,59000.0
0,98.66,58400.0
0,137.7,59100.0
0,103.46,58100.0
0,117.11999999999999,59800.0
0,124.26000000000002,58200.0
0,143.28,59300.0
0,124.52,58400.0
0,92.3,58700.0
0,117.66,59400.0
0,139.74,58400.0
0,99.34,59900.0
0,106.82,59700.0
0,163.27999999999997,59700.0
0,108.53999999999999,59200.0
0,132.95999999999998,58500.0
0,98.44000000000001,58100.0
0,126.48,58200.0
0,97.89999999999999,58600.0
0,91.07999999999998,58300.0
0,111.0,58300.0
0,134.36,58300.0
0,135.88,59800.0
0,121.48,58700.0
0,116.06,59900.0
0,84.46000000000001,59000.0
0,73.18,58100.0
0,83.454332137,58100.0
0,105.34,58100.0
0,131.56,58400.0
0,120.98,59700.0
0,127.2,59600.0
0,113.4,58400.0
0,162.68,58500.0
0,116.78000000000002,58300.0
0,158.86,58400.0
0,109.98,58900.0
0,100.08,59800.0
0,89.19999999999999,58200.0
0,129.18,58700.0
0,109.02,58100.0
0,122.06,58400.0
0,98.41999999999999,58500.0
0,94.76,59500.0
0,121.2,58600.0
0,110.10000000000001,59300.0
0,118.44000000000001,58300.0
0,136.44,58300.0
0,99.58,58600.0
0,112.2,58500.0
0,98.32000000000001,58200.0
0,125.64,59700.0
0,123.86000000000003,59800.0
0,102.44000000000001,58200.0
0,90.38,58400.0
0,129.88,59800.0
0,145.22,58600.0
0,118.12,58500.0
0,84.66000000000001,58400.0
0,131.14,59100.0
0,103.14000000000001,59600.0
0,128.74,58100.0
