,Points,Salary,Count
0,132.09999999999997,58400.0,69
0,102.02,58600.0,70
0,124.74000000000001,58800.0,71
0,115.89999999999999,59500.0,72
0,157.45999999999998,58300.0,73
0,86.02000000000001,59400.0,74
0,96.44,58700.0,75
0,115.74,58100.0,76
0,104.89999999999999,58100.0,77
0,110.32000000000001,59300.0,78
0,160.84,59600.0,52
0,114.4,58200.0,53
0,112.6,58900.0,54
0,154.7,59000.0,55
0,98.66,58400.0,56
0,137.7,59100.0,57
0,103.46,58100.0,58
0,117.11999999999999,59800.0,59
0,124.26000000000002,58200.0,60
0,143.28,59300.0,62
0,124.52,58400.0,63
0,92.3,58700.0,64
0,144.2,58900.0,65
0,117.66,59400.0,66
0,139.74,58400.0,67
0,99.34,59900.0,35
0,106.82,59700.0,36
0,163.27999999999997,59700.0,37
0,108.53999999999999,59200.0,38
0,132.95999999999998,58500.0,39
0,98.44000000000001,58100.0,40
0,126.48,58200.0,41
0,97.89999999999999,58600.0,42
0,91.07999999999998,58300.0,43
0,111.0,58300.0,44
0,134.36,58300.0,45
0,135.88,59800.0,46
0,121.48,58700.0,47
0,116.06,59900.0,48
0,84.46000000000001,59000.0,49
0,73.18,58100.0,50
0,83.454332137,58100.0,51
0,105.34,58100.0,18
0,131.56,58400.0,19
0,120.98,59700.0,20
0,127.2,59600.0,21
0,113.4,58400.0,22
0,162.68,58500.0,23
0,116.78000000000002,58300.0,24
0,158.86,58400.0,25
0,109.98,58900.0,26
0,100.08,59800.0,27
0,89.19999999999999,58200.0,28
0,129.18,58700.0,29
0,109.02,58100.0,30
0,122.06,58400.0,31
0,98.41999999999999,58500.0,32
0,94.76,59500.0,33
0,121.2,58600.0,34
0,110.10000000000001,59300.0,1
0,118.44000000000001,58300.0,2
0,136.44,58300.0,3
0,99.58,58600.0,4
0,112.2,58500.0,5
0,98.32000000000001,58200.0,6
0,125.64,59700.0,7
0,123.86000000000003,59800.0,8
0,102.44000000000001,58200.0,9
0,90.38,58400.0,10
0,129.88,59800.0,11
0,145.22,58600.0,12
0,118.12,58500.0,13
0,84.66000000000001,58400.0,14
0,131.14,59100.0,15
0,103.14000000000001,59600.0,16
0,128.74,58100.0,17
