,Points,Salary,Count
0,121.08,58400.0,69
0,113.30000000000001,58500.0,70
0,103.82000000000001,59000.0,71
0,125.01999999999998,58500.0,72
0,157.22,58300.0,73
0,113.42000000000002,59200.0,74
0,132.76,58100.0,75
0,96.13999999999999,58300.0,76
0,114.4,58700.0,77
0,112.67999999999999,58700.0,78
0,154.72,59000.0,52
0,124.74000000000001,58800.0,53
0,117.54,58500.0,54
0,196.26,59800.0,55
0,112.89999999999999,59900.0,56
0,104.14,58100.0,57
0,119.28,59800.0,58
0,88.79999999999998,58200.0,59
0,131.94,58400.0,60
0,133.56,58400.0,62
0,103.17999999999999,58600.0,63
0,152.06,59600.0,64
0,137.38,59100.0,65
0,92.43999999999998,59000.0,66
0,135.84,58700.0,67
0,81.34,59200.0,35
0,103.28,58300.0,36
0,153.6,59100.0,37
0,75.4,58700.0,38
0,101.56,59500.0,39
0,97.92000000000002,58200.0,40
0,92.16,59900.0,41
0,105.36,59600.0,42
0,133.07999999999998,58200.0,43
0,117.88,59000.0,44
0,122.32000000000002,59300.0,45
0,107.98,58800.0,46
0,94.02000000000001,59200.0,47
0,139.8,59800.0,48
0,96.78,58300.0,49
0,106.88000000000001,58500.0,50
0,88.25687857100002,58800.0,51
0,107.41999999999999,58200.0,18
0,92.66000000000001,58700.0,19
0,143.4,59900.0,20
0,149.76,58800.0,21
0,88.78,58300.0,22
0,88.68,58300.0,23
0,81.68,59800.0,24
0,115.41999999999999,58400.0,25
0,92.8,58600.0,26
0,127.78,58600.0,27
0,115.33999999999999,59400.0,29
0,107.72,58400.0,30
0,107.69999999999999,58200.0,31
0,115.96000000000001,58400.0,32
0,125.47999999999999,58200.0,33
0,128.08,58100.0,34
0,151.92,59900.0,1
0,116.64000000000001,58200.0,2
0,149.12,59000.0,3
0,131.96,58100.0,4
0,100.6,58700.0,5
0,117.32000000000002,59500.0,6
0,120.28,58500.0,7
0,93.53999999999999,59700.0,8
0,119.94,58400.0,9
0,99.08,58600.0,10
0,115.58,58700.0,11
0,127.18,58700.0,12
0,122.97999999999999,58200.0,13
0,95.76,58200.0,14
0,144.14000000000001,59700.0,15
0,132.7,58400.0,16
0,126.75999999999999,58700.0,17
