,Actual_Points,sdPts
24,14.1,1.4
26,10.9,1.4
28,18.1,2.7
34,16.5,7.3
35,16.4,1.9
36,7.0,2.1
40,10.6,2.5
46,19.9,1.4
47,9.3,2.1
50,10.7,1.8
54,9.7,1.8
60,6.4,2.1
65,17.3,2.7
72,15.2,0.9
73,9.6,0.6
79,43.1,0.5
82,5.7,2.6
84,5.6,2.9
88,22.5,1.9
89,15.2,2.6
96,9.6,1.4
113,9.0,2.1
125,7.8,1.5
131,3.5,1.8
143,5.2,2.1
149,11.6,1.8
153,14.0,1.3
166,3.9,2.2
169,11.2,2.4
198,5.1,1.7
230,8.3,1.5
253,7.0,0.8
